id,hotel_name,user,city,date,contrib,help_votes,question
28,Bellagio Las Vegas,Julie J,,Aug 2017,45,23,Can you use mobile check in with a Southwest Vacation package?
29,Bellagio Las Vegas,stephanie1992s,"Sydney, Australia",Aug 2017,57,22,What are the resort fees for the Bellagio ?? Price and what is included please .
30,Bellagio Las Vegas,Robson Bonfim,"Sao Paulo, SP",Aug 2017,98,17,If I'm staying and want to go to a party with the Bathrobe can I? Should I buy?
31,Bellagio Las Vegas,Victoria K,"Bristol, United Kingdom",Aug 2017,31,31,I've booked a 'run of house' room for my stay next year. In your experience we're you offered room upgrade at check in? If so how much was the cost? Thanks in advance.
32,Bellagio Las Vegas,Sharon B,Middlesbrough,Aug 2017,7,5,Hi planning a trip for hubbys big birthday want a central clean hotel undecided between bellagio and caesers are they on par or is one much better than the other. Never been to vegas before
33,Bellagio Las Vegas,Gretab90,"Milton, Georgia",Aug 2017,1,,Do you have to pay to use the fitness center?
34,Bellagio Las Vegas,sarahcpoland,"Liverpool, United Kingdom",Jul 2017,,,Do you have to pay for umbrellas by the pool?
35,Bellagio Las Vegas,Sharon B,Middlesbrough,Jul 2017,7,5,"Hi everybody, I am thinking of booking for my partners 40th birthday next year. Apart from the gambling side which he enjoys, I don't so much. Is there plenty more things to keep us entertained for a week? If not vegas I'm thinking a cruise?"
36,Bellagio Las Vegas,Jorickhols,"Whiteparish, United Kingdom",Jul 2017,138,59,HI. I would like to know which room and floor is the best for the fountain view. Reading about the rooms one says Queen Fountain view and the other King fountain view..Thank you in anticipation of a reply
37,Bellagio Las Vegas,Monica0707,"Maynooth, Ireland",Jul 2017,3,3,do the hotel supply / rent towels for the sun loungers or do you have to bring your own
38,Bellagio Las Vegas,Maja A,,Jun 2017,,,Can I get a break down of the extra fees we'll be getting if we book with a 3rd party?
39,Bellagio Las Vegas,smiley1223,"New York City, New York",Jun 2017,1,,Are there electronic toilet seats(washlet) available in rooms?
40,Bellagio Las Vegas,smiley1223,"New York City, New York",Jun 2017,1,,Are there electronic toilet seats(washlet) available in rooms?
41,Bellagio Las Vegas,Tim W,,Jun 2017,4,4,"We are travelling to Vegas soon, and staying at the Bellagio, we have friends staying at Bally's -- will they be able to join us at the bellagio during the days (ie. come to the pool with us, etc?)"
42,Bellagio Las Vegas,Wendy S,"Chessington, United Kingdom",Jun 2017,671,208,"Resort fees? What are these? We are coming with British Airways (holidays) and hotel is included, so will be have to pay anything extra??"
43,Bellagio Las Vegas,Wendy S,"Chessington, United Kingdom",Jun 2017,671,208,Will the pools be open if we come at the beginning of March??
44,Bellagio Las Vegas,Diana B,,Jun 2017,,,Is there a supermarket close by being a diabetic I need to eat fruit every day x
45,Bellagio Las Vegas,kgbklyn,Colorado,Jun 2017,47,9,"Is it essential to reserve a chaise lounge? On a sunday, in July?"
46,Bellagio Las Vegas,kgbklyn,Colorado,Jun 2017,47,9,"Is it essential to reserve a chaise lounge? On a sunday, in July?"
47,Bellagio Las Vegas,Kedgej,Chalfont St Peter,Jun 2017,74,65,Hi.. does anyone know if the pools will be open in November at the Bellagio? Thank you.
48,Bellagio Las Vegas,walnutdude,"Walnut, California",Jun 2017,1,,"Hey SoCalDad300, I had a similar experience during my stay at the Bellagio. Our room was also very dated and hairs other than mine were in different areas of the bathroom, toilet, floor and shower. And as you we experienced the same poor water pressure, but also had luke warm water, and corroded shower head. I as well have stayed at the Palazzo and Delano, which were both superior room not only in cleanliness but style and square footage as well. The other thing that bothered me was the fact of expecting $150 -$200 per hand and 4 hour minimum play in order to receive food comps. we had the room comped thru M-Life but was not informed of this expectation prior to completing our reservation and only found out when inquiring at the end of our stay. If knew that to be the expectation I would have gone to the Palazzo were our slot host gladly comps us rooms for much less play. I was very embarrassed when the host turned her nose up to me when i inquired. non the less i will not be returning to the Bellagio, but rather will give my business to other hotels that reward me for giving them my business."
49,Bellagio Las Vegas,chouckadventure,South Dakota,Jun 2017,426,99,Are the fountain shows still running as scheduled after the fire? Are you able to view the Conservatory?
50,Bellagio Las Vegas,Adri K,"Lima, Peru",Jun 2017,186,34,"I've just booked a room ""run of house"" the Hotel will choose the type of room for me. Do you know if there is a chance they give a room with two separate beds? Or do they only assign the ""one bed"" rooms?"
51,Bellagio Las Vegas,khush,"Chennai (Madras), India",Jun 2017,66,56,Hi folks! Travelling in September....was confused between Vdara and Bellagio....Vdara works out cheaper by about 275 dollars for 4 nights in comparison to Bellagio...which one should we go for? Is it worth paying the extra money to get the Bellagio experience? This is our first visit to Vegas! Thanks a lot!
52,Bellagio Las Vegas,ccylin,"Saint Marys, Pennsylvania",Jun 2017,185,46,Are the pools close to the spa? Also if you need a fridge for insulin storage do they still charge you?
53,Bellagio Las Vegas,ccylin,"Saint Marys, Pennsylvania",Jun 2017,185,46,What is a good room number to view the fountains? We are arriving in a week and would like to have a great fountain view!
54,Bellagio Las Vegas,Christel R,"Simsbury, Connecticut",Jun 2017,10,2,I just booked a Fountain View King and a Resort Queen. Does anyone know if these rooms would be in the same building? Thanks!
55,Bellagio Las Vegas,Gemma C,"Pinner, null, United Kingdom",Jun 2017,8,,What is the difference between a tower fountain view room and just a fountain view room?
56,Bellagio Las Vegas,chicagotravelchick,"Dallas, Texas",May 2017,71,63,"I was looking at booking a room here for a week for my mom and I and getting a queen resort room. I noticed there is no indication if the room is smoking or non-smoking if I reserve on Mlife site. I hope they are all non-smoking in this case, does anyone know?"
57,Bellagio Las Vegas,harrier58,"Stafford, United Kingdom",May 2017,18,40,We are just considering booking the Bellagio. Can you tell me what room type we need to book in order to get access to the chairmans lounge ?
58,Bellagio Las Vegas,Laura B,"Waunakee, Wisconsin",May 2017,,,Hello! My husband and I will be staying at the Bellagio. We are considering if it is worth it to reserve pool chairs. What is your experience with finding free spots at the pool?
59,Bellagio Las Vegas,Carol S,"Las Vegas, Nevada",May 2017,65,42,Sunday brunch reviews
60,Bellagio Las Vegas,Michael M,,May 2017,2,6,Are any parts of the hotel shut down due to the fire a few months ago/
61,Bellagio Las Vegas,Ann R,"Carefree, Arizona",May 2017,27,23,"Hi, what would you like to know about this accommodation? I want info about the spa and the cost of treatments in June."
62,Bellagio Las Vegas,Lynn Mortimer,"Wakefield, United Kingdom",May 2017,11,5,"Hi we are coming to stay Saturday for my husbands 40th, would you advise we book a day bed round the pool? ThankYou Lynn"
63,Bellagio Las Vegas,CLM,"Valdosta, Georgia",Apr 2017,134,20,Do you have to pay $39 resort fee and $150 daily deposit for incidentals?
64,Bellagio Las Vegas,Richard P,,Apr 2017,,,I need a wheelchair accessible room and need to rent a scooter.
65,Bellagio Las Vegas,janeyb1,"Winsford, England",Apr 2017,9,8,Hi we are staying at the Bellagio for New Year Can anyone recommend somewhere to eat and somewhere tocelebrate the New Year I would like to get it booked to avoid being sold out Thank you
66,Bellagio Las Vegas,CompChaser,"Whitehorse, Canada",Apr 2017,2685,55,Does the Tower fountain view know no room have two sinks?
67,Bellagio Las Vegas,KateRadford,"Nottingham, United Kingdom",Apr 2017,3,1,are there plenty of sunbeds and umbrellas by the pool and do we have to pay to them?
68,Bellagio Las Vegas,carlawood,"Doncaster, United Kingdom",Apr 2017,,,hi I have booked to arrived in May for 7 days - my Husband is planning it all - for my 50th celebration - he has booked several activities - I would like to know on the first day we arrive and may want to relax around the pool - can you advise of the charges many thanks in advance for your assistance with this request KR Carla
69,Bellagio Las Vegas,Timara T,"Nottinghamshire, United Kingdom",Apr 2017,5,17,"Hello, my partner has booked here for us in August. I am 22 and wondered what sort of things ladies where at night? Thank you :)"
70,Bellagio Las Vegas,Philip H,"London, United Kingdom",Apr 2017,1,1,Are hairdryers provided in the rooms?
71,Bellagio Las Vegas,shocknawe82,"Smiths, Alabama",Apr 2017,20,20,"So I've booked the penthouse suite for our upcoming(and first time) visit to Vegas. What's alarming to me and has me debating on cancelling to go with another property is the amount of negative reviews involving billing or overcharging. Is the Bellagio even worth it or is this just an ultimate waste of money? I booked the penthouse for the week in June, wasn't cheap but wasn't the most expensive hotel rate I've ever had. I'm just reading a ton about people getting double billed. (I've already paid in advance for the suite so, I'll be putting my cc down when I get there for incidentals.)"
72,Bellagio Las Vegas,shocknawe82,"Smiths, Alabama",Apr 2017,20,20,"So I've booked the penthouse suite for our upcoming(and first time) visit to Vegas. What's alarming to me and has me debating on cancelling to go with another property is the amount of negative reviews involving billing or overcharging. Is the Bellagio even worth it or is this just an ultimate waste of money? I booked the penthouse for the week in June, wasn't cheap but wasn't the most expensive hotel rate I've ever had. I'm just reading a ton about people getting double billed. (I've already paid in advance for the suite so, I'll be putting my cc down when I get there for incidentals.)"
73,Bellagio Las Vegas,Audrey C,,Apr 2017,11,2,What damage was done by the fire and will this affect reservations for next week?
74,Bellagio Las Vegas,davidhalstead,"Manchester, United Kingdom",Apr 2017,,,Can you have the items taken out of your mini fridge.?
75,Bellagio Las Vegas,JW.,"Singapore, Singapore",Apr 2017,12,,"Hi, can I enquire if the daily $10 parking fee includes free in and outs?"
76,Bellagio Las Vegas,JW.,"Singapore, Singapore",Apr 2017,12,,"Hi, can I enquire if the daily $10 parking fee includes free in and outs?"
77,Bellagio Las Vegas,agent86SanJose,"San Jose, California",Apr 2017,57,19,"Hello, is it a easy walk from Bellagio self parking lot to Vdara? How long is the walk? Thank-you"
78,Bellagio Las Vegas,Peta J,,Apr 2017,,,"We want to stay at The the end of the month but are a family of five, 2 adults, a 3 year old and twins (1 year old). What are our room options as we generally book a room with two queens as we have a small portacot and the other two kids can share a bed. Booking online doesn't give us an option for 5 person occupancy, but do such small kids count towards a rooms occupancy? Thanks in advance."
79,Bellagio Las Vegas,Cashmerebedsocks,"London, United Kingdom",Apr 2017,,,what is the charge for parking
80,Bellagio Las Vegas,Heather M,,Mar 2017,,,I am trying to decide on if I should rent a cabana and if we do which one is best!.. There are 9 people in our group.
81,Bellagio Las Vegas,Sliphorn,"Springfield, Ohio",Mar 2017,999,369,Is this hotel smoke free? I realize the casino likely is not. Thanks.
82,Bellagio Las Vegas,332Rich,"Aurora, Illinois",Mar 2017,85,30,"What are the 3 best pair of seats to see ""O"" in the Bellagio?"
83,Bellagio Las Vegas,itravel8127,"Duncansville, Pennsylvania",Mar 2017,1,,Do you HAVE to reserve a chair by the pool or can you just take your chances?
84,Bellagio Las Vegas,xlogo,UK,Mar 2017,224,10,"Hi, Are drinks expensive in the hotel bars ? Cheers !"
85,Bellagio Las Vegas,xlogo,UK,Mar 2017,224,10,What is best regards tipping - basically Who and how much? Thanks.
86,Bellagio Las Vegas,weaverj489,"Perth, Australia",Mar 2017,1,1,Is there WIFI in the rooms?
87,Bellagio Las Vegas,natalie7535,"Boston, Massachusetts",Feb 2017,1,2,How are the day beds by the pool? We have 4 people. Would it be too small?
88,Bellagio Las Vegas,Planet100,"Ontario, Canada",Feb 2017,1898,36,Choosing between Main Tower and Spa tower. New tower seems like a long walk. Is one better than the other? We have stayed three times in the main tower.
89,Bellagio Las Vegas,Ken B,,Feb 2017,1,1,Is there a place for a quick informal breakfast- like McDonalds but Bellagio style?
90,Bellagio Las Vegas,Bethan E,,Feb 2017,,,"My husband and i will be staying here in a few weeks, was just wondering if they have an iron in the rooms. Thanks for your time :o)"
91,Bellagio Las Vegas,Meag25,"Grande Prairie, Canada",Feb 2017,15,20,"We are considering a stay at the Bellagio, but have heard from many that their pool area is quite quiet. While we are looking for the ""spring break feel"" that other resorts at the strip would offer, but would like some music while we enjoy the sunshine. Is this something that is offered at the bellagio? I also see there are children in some photos, so I can only assume it's not as quiet as I have been told. Thanks for your help! Meagan"
92,Bellagio Las Vegas,Planet100,"Ontario, Canada",Feb 2017,1898,36,Where is the nearest place to get a morning coffee and pastry from the Spa (resort) Tower?
93,Bellagio Las Vegas,Planet100,"Ontario, Canada",Feb 2017,1898,36,"Thinking of booking ""resort king"". Does this mean we will be in the Spa tower? Can we request main tower?"
94,Bellagio Las Vegas,Regor4204,"Romsey, United Kingdom",Feb 2017,417,203,Do they still run their own airport shuttle transport?
95,Bellagio Las Vegas,Joanne896,"Wolverhampton, United Kingdom",Feb 2017,39,38,"We are staying at the Bellagio for 2 weeks starting 8th feb and i'm unsure what clothes to take? should it be dresses and shorts or something warmer. Will it get cold on the night? Bring disabled and a wheelchair user i am concerned about what to wear as the temeratur effects my health. Any help or advice would be great, thanks in advance"
96,Bellagio Las Vegas,morales291984,,Feb 2017,,,Does the hotel offer free parking?
97,Bellagio Las Vegas,Nadeen H,Thrapston,Jan 2017,26,10,hi what is the tax charge on hotel per night please?As been told we have to pay a tax on our stay per night . Many thanks
98,Bellagio Las Vegas,Sharon C,"Mississauga, Canada",Jan 2017,81,32,What is run of house
99,Bellagio Las Vegas,RedbournTraveler,"Redbourn, United Kingdom",Jan 2017,152,111,Is the swimming pool closed in November?
100,Bellagio Las Vegas,RedbournTraveler,"Redbourn, United Kingdom",Jan 2017,152,111,Is the swimming pool closed in November?
101,Bellagio Las Vegas,Karla P,"Pierre, South Dakota, United States",Jan 2017,11,2,What time is the fountains show?
102,Trump International Hotel Las Vegas,djemar54,"Miami Beach, Florida",Apr 2022,3,,"Hi I have being trying to get a hold of someone in your hotel and your central reservations keeps transferring me to the hotel in DC. This is horrible, please someone give me an email address I can reach out to this hotel in Las Vegas please and thank you!"
103,Trump International Hotel Las Vegas,therapist28,"Seattle, Washington",Mar 2022,14,7,Which side of the hotel does this reported loud train run by? City view rooms or strip view rooms?
104,Trump International Hotel Las Vegas,Karen B,"Rancho Cucamonga, California",Oct 2020,8,,How much is the pet fee? Are there separate areas for those traveling with pets?
105,Trump International Hotel Las Vegas,CT I,"Hong Kong, China",Sep 2020,22,5,How far from Venetian
106,Trump International Hotel Las Vegas,chappy2014,"North Las Vegas, Nevada",Nov 2016,288,61,"Is there a lounge with a piano player,a soft piano."
107,Trump International Hotel Las Vegas,Rex B,Lexington,Nov 2016,3,1,does trump towers have a casino
108,Trump International Hotel Las Vegas,Rex B,Lexington,Nov 2016,3,1,yes is there know casino in trump towers in las vegas
109,Trump International Hotel Las Vegas,JesusSaves56,"Belleville, Michigan",Oct 2016,5,12,"Hi, I would like to know the names of the suites that offer 2 queen size beds. an please send the specs of the suites as well thank you"
110,Trump International Hotel Las Vegas,graytownsims,"Graytown, Ohio",Oct 2016,2,,"Does the trump have any laundry facilities, we are there for 09 nights and don't want to have to pack too much."
111,Trump International Hotel Las Vegas,PlanoTravler,"Plano, Texas",Oct 2016,163,79,Can you send a limo for. Six of us staying for. Thre e. Nights. Arriving at 10am Saturday morning. Not a busy time. Comp please.
112,Trump International Hotel Las Vegas,John B,"San Diego, California",Oct 2016,2,,Anyone get married here? How much was it?
113,Trump International Hotel Las Vegas,Becky N,"York, United Kingdom",Oct 2016,35,75,"Would be staying in between Christmas and new year, how convenient is it to get to the strip without walking there?"
114,Trump International Hotel Las Vegas,Eric Haley,"Riverside, California",Oct 2016,36,8,"Given the low occupancy rate at this hotel and striking workers affecting the quality of service at the hotel, Would it be better to book in December?"
115,Trump International Hotel Las Vegas,James H,"Montgomery, Texas",Sep 2016,5,,Does it provide an airport shuttle?
116,Trump International Hotel Las Vegas,blueshark112002,"Kingston upon Thames, United Kingdom",Sep 2016,,,"Hi, does the hotel provide free towls to use round the pool? Thank you"
117,Trump International Hotel Las Vegas,cubano40,"Riverside, California",Sep 2016,160,122,"Hello, planning to go During the first week in December.....What is the parking situation....Free parking...Valet parking...if so, what are the fees ....Thanks"
118,Trump International Hotel Las Vegas,lindaharris21,"Birmingham, United Kingdom",Sep 2016,1,1,Hi could you tell me if rooms have hair dryers? Thank you
119,Trump International Hotel Las Vegas,lindaharris21,"Birmingham, United Kingdom",Sep 2016,1,1,Hi can you tell me if there are hair dryers and irons in rooms Thank you
120,Trump International Hotel Las Vegas,stephie148,"Essex, United Kingdom",Aug 2016,173,5,If I tell them its my husband birthday do you think I might get an upgrade??
121,Trump International Hotel Las Vegas,Eric Haley,"Riverside, California",Aug 2016,36,8,Are room rates expected to crash after the election?
122,Trump International Hotel Las Vegas,Eric Haley,"Riverside, California",Aug 2016,36,8,Are room rates expected to crash after the election?
123,Trump International Hotel Las Vegas,Nicola W,"Oswaldtwistle, United Kingdom",Aug 2016,8,,"Hi Can anyone who has visited recently tell me how much soft drinks cost from the pool bar. Also, are you able to take your own drinks by the pool (non-alcoholic) Thanks"
124,Trump International Hotel Las Vegas,zpearson99,"Preston, United Kingdom",Aug 2016,5,1,"hi, we are looking to book a room with 2 queen beds. What is the difference between the superior and the deluxe room? Thanks, shirley"
125,Trump International Hotel Las Vegas,James K,"Rochester, Minnesota",Aug 2016,59,15,Is there a kitchen in each room? What size is it?
126,Trump International Hotel Las Vegas,angflig,"Rockford, Illinois",Aug 2016,1,,Is it worth spending the extra money for a deluxe room or is a superior room about the same? What is the difference in the rooms? More space? Bigger tub? More amenities? Please advise. Thank you. 😀
127,Trump International Hotel Las Vegas,Philly princess50,,Jul 2016,2,1,What's the best floor to get a good view? Thanks in advance!!
128,Trump International Hotel Las Vegas,Philly princess50,,Jul 2016,2,1,"I'll be there October 24th - 29th celebrating my husband's my husband's 50th birthday, I was wondering if the restaurants are near the hotel and do they have lots of good stores in the Mall?"
129,Trump International Hotel Las Vegas,Nanakelley,"Madison, Alabama",Jul 2016,42,34,I just just booked a room at trump Tower for the end of October! I read on one of the reviews that there is free valet parking! Is that correct? Any recommendations as to what to do if you're a young 66 yr old grandma traveling alone? Places to eat?? What floor is quieter? Do I cal in advance to make a room request?
130,Trump International Hotel Las Vegas,stephie148,"Essex, United Kingdom",Jul 2016,173,5,"Stay at the Trump in march ,planing on eating breakfast in room as it has a kitchen does anyone know where I can get groceries from thanks."
131,Trump International Hotel Las Vegas,Tom C,"New York City, New York",Jul 2016,1,,Are here washer and dryers available in the rooms?
132,Trump International Hotel Las Vegas,stephie148,"Essex, United Kingdom",Jun 2016,173,5,When does pool open for the season and a bit worry about the 100d a day incidental payment what's that all about
133,Trump International Hotel Las Vegas,Saberhunt,Texas,Jun 2016,61,16,"Are the ""penthouse one bedroom suites"" worth the much higher price then the standard ""one bedroom corner suites?"""
134,Trump International Hotel Las Vegas,MariAlexsiaaa,"Union City, California",Jun 2016,2,1,"I'm currently staying at the New York New york, but am going to visit Trump hotel tomorrow!! Is there a store on site to buy Trump hats etc. ???"
135,Trump International Hotel Las Vegas,MariAlexsiaaa,"Union City, California",Jun 2016,2,1,"I'm currently staying at the New York New york, but am going to visit Trump hotel tomorrow!! Is there a store on site to buy Trump hats etc. ???"
136,Trump International Hotel Las Vegas,Carolyn B,"San Diego, United States",Jun 2016,5,14,does Trump have a iron and hair dryer
137,Trump International Hotel Las Vegas,Jeff T,"North Las Vegas, Nevada",May 2016,1,,Does Trump Vegas have an indoor pool ??
138,Trump International Hotel Las Vegas,Kristi K,"San Diego, California",May 2016,,,"I just called to ask for the military rate and it was $70 MORE than the Trump hotel website, how is this possible?"
139,Trump International Hotel Las Vegas,shabec2016,"Taupo, New Zealand",May 2016,10,1,"Hi, your hotel advertises a Superior King room for $657 for 4 adults. The description and the picture only show one king bed. How can this be accommodating for 4 adults please?"
140,Trump International Hotel Las Vegas,Alexus1997,,Apr 2016,,,Does it have a shuttle to & from airport & to other casinos
141,Trump International Hotel Las Vegas,Riley F,"Sunbury, Pennsylvania",Mar 2016,,,is it a kid f friendly place
142,Trump International Hotel Las Vegas,Jean N,"Muscatine, Iowa",Mar 2016,4,1,How much is the resort fee? Is it per person? Per day? Per room? Is it mandatory?
143,Trump International Hotel Las Vegas,Cyllene T,Hongkong,Mar 2016,1,,"* How near / far is Trump Hotel to the LAS VEGAS CONVENTION CTR? ** Is there round trip airport shuttle service to/from McCarran International? *** How to get to the Las Vegas Convention Center from the hotel? **** Is there electric kettle in the room? ***** Are bathrobes, carpet slippers provided?"
144,Trump International Hotel Las Vegas,GILLY635,United Kingdom,Mar 2016,134,30,"Hi There Can anyone tell me what the resort fees are for here please ? We are looking at booking it from the UK, but I can't find much information. The website says $29 which seems cheap ? Is this correct, and if so is it daily ? Thanks in Advance"
145,Trump International Hotel Las Vegas,Holly-Jade J,"Glasgow, United Kingdom",Feb 2016,43,30,Hello we have booked a studio suit with a city view is this a nice room ? does it have a jet stream bath ? I am having trouble locating info on it ?
146,Trump International Hotel Las Vegas,AlbertaTraveller70,Alberta,Feb 2016,13,5,Has anyone got this hotel as a hotwire hidden price booking? We took a chance and I'm just wondering the odds of getting stuck with the worst room in the house.
147,Trump International Hotel Las Vegas,wheretoohio,Ohio,Jan 2016,3,,Does Trump International Hotel Las Vegas offer shuttle service to the strip?
148,Trump International Hotel Las Vegas,cxxxy,"Toronto, Canada",Jan 2016,300,85,Is the sofa bed comfy? Or very springy? Thanks!
149,Trump International Hotel Las Vegas,Jermaine H,,Jan 2016,,,check in and check out times?
150,Trump International Hotel Las Vegas,Jessie E,"Minneapolis, Minnesota",Dec 2015,35,9,"Hello, Could anyone tell me if they have keurig coffee machines in the rooms?"
151,Trump International Hotel Las Vegas,peter k,"Kuala Lumpur, Malaysia",Nov 2015,9,1,"Hi, If we book a double room with 2 queen beds, can and/or will the hotel allow 4 adults (couple with 2 grow up kids - like 20 & 22) in the room? Its stated as max 4 people (adults) per room! Need confirmation and not mis-book and get frustrated! Appreciate the advice! Thank you."
152,Trump International Hotel Las Vegas,leannepaul2011,"Taunton, United Kingdom",Nov 2015,9,1,What is the difference in the one bedroom superior suite an the one bedroom deluxe suite?
153,Trump International Hotel Las Vegas,ukbod,"Wisbech, United Kingdom",Nov 2015,240,147,Some problems with this review as the hotel does not go beyond floor 35.
154,Trump International Hotel Las Vegas,soxskier,"Beverly, Massachusetts",Nov 2015,406,92,"How far is this hotel from the strip? It looks set off the strip, does that make you feel disconnected from the action?"
155,Trump International Hotel Las Vegas,soxskier,"Beverly, Massachusetts",Nov 2015,406,92,"How far is this hotel from the strip? It looks set off the strip, does that make you feel disconnected from the action?"
156,Trump International Hotel Las Vegas,Jennifer7646,"Portland, Oregon",Nov 2015,,,Does the hotel have an indoor pool or a heated pool for swimming in early March? We are coming with 2 teenagers who will want to be able to comfortably enjoy a pool? Thanks
157,Trump International Hotel Las Vegas,EKW212,"Forest Hills, New York",Nov 2015,,,"Hi, how often does shuttle run and is there a house car guest can use?"
158,Trump International Hotel Las Vegas,mumsie2u,"Highlands Ranch, Colorado",Oct 2015,118,80,Were you staying in the Hilton Grand Vacations rooms? Wondering if there is a washer and dryer in the suite. Thanks.
159,Trump International Hotel Las Vegas,Deardra M,,Oct 2015,,,"Does the hotel have bag check in? Our flight gets in really early, and we aren't really sure what to do with our bags while we wait for our room to be ready. Thanks in advance!"
160,Trump International Hotel Las Vegas,Maxfli1844,,Oct 2015,7,2,Do all the rooms have a room safe please?
161,Trump International Hotel Las Vegas,Howard C,,Sep 2015,,,Hi We are planning to book 1 week using our HGVC points. Is wifi included for free for HGVC Members? Thanks
162,Trump International Hotel Las Vegas,Jola K,Quincy,Sep 2015,2,,Does the hotel have a free parking?
163,Trump International Hotel Las Vegas,ChicagoMomJen,"Chicago, Illinois",Aug 2015,21,,"We are thinking of booking Trump to celebrate a birthday, is it possible to get a free upgrade?"
164,Trump International Hotel Las Vegas,Sara W,"London, United Kingdom",Aug 2015,4,1,"Are sun chairs / umbrellas by the pool free? If not, what's the fee? Is the pool very crowded? Are there any plants by the pool or it's all concrete?"
165,Trump International Hotel Las Vegas,tracia92,,Aug 2015,,,"I am a total wreck,I planed a girl's trip to vegas through priceline oct2-5,and ended up with this hotel after many many apologies and endless questions I am still on pins and needles about my stay at Trump Towers after reading the reviews..Trains,long walks,inattentive staff etc. Does anyone know if the shuttle will take you on the strip? How long do they run?Please never book through priceline total ripoff - sad Sally in memphis Tennessee"
166,Trump International Hotel Las Vegas,Annie F,"Adelaide, Australia",Aug 2015,,,Do you have to pay to use the gym?
167,Trump International Hotel Las Vegas,Uyenph,,Aug 2015,,,All the room at triumph hotel have kitchen or not and is this the hotel without casino?
168,Trump International Hotel Las Vegas,Wdjord,,Jul 2015,,,Does the Hotel have a shuttle that runs from the airport to the hotel? How close is the hotel from the strip?
