question_id,user,date,answer,votes
12,keithbX5453ZN,Mar 2018,"Hello, Jill... During my particular stay, in regards to the pool area sunbathing policy, I can’t say it was particularly “European.” Definitely, check with the hotel to be sure. Regardless, The Betsy is a beautiful hotel. I’m sure you’ll have a lovely time there. Happy Travels!",0
13,The Betsy Hotel,Mar 2018,"Dear Michel071, as long as you book our double bedded room types (Classic Double, Superior Pool View Double and Deluxe Ocean View Double) you are guaranteed the bedding. All of our suites also have pull-out sofabeds. We look forward to welcoming you!",0
14,Guy9120,Jan 2018,You could have found this answer on the website of the hotel ... It is 35 $ per day. Glad to help you.,1
14,keithbX5453ZN,Jan 2018,"Yes. Hello. $35 per day, plus 14% tax.",0
14,keithbX5453ZN,Jan 2018,"Hello, Yes. $35 per day, plus 14% tax.",0
14,David R,Jan 2018,"Charge should be $35 dollars, this includes beach towels etc.",0
14,flybeLondon_England,Jan 2018,We were charged just over 30 dollars per room per day whether you use facilities or not. Our stay for six nights was nearly two hundred dollars that’s we huge amount if you don’t want use of the beach etc. This wasn’t made clear until we had already booked so read the small print.,0
14,Fredrik S,Jan 2018,30$/ day if i remember correct.,0
15,jclinden07,Jan 2018,"39.90 per night, per room.",0
15,MyFavouriteThings,Jan 2018,$35 per night.,0
16,derekbrown112,Dec 2017,"The Art Deco building is the new part, facing on to Collins Street. If you want a beach/ sea view you need to be in the Colonial Building, which is more convenient for the hotel entrance, restaurant etc. The roof top pool is in the Art Deco part. Noise is the main issue on both Ocean Drive and Collins, so you might prefer a room in between. in either part. (Ear plugs are provided.)",0
17,John F,Jan 2018,We did not have a car. We just took Uber’s,0
17,jeant831,Jan 2018,"Parking in South Beach is like trying to park in Oxford. It's expensive & difficult. If you can afford the $45 for the valet, do it. There are self-park lots nearby for $15-20 a night. Download an app called Best Parking. It's very helpful for many cities.",0
17,jeant831,Jan 2018,Valet at the hotel around $45 plus taxes. Probably just as easy to find a self-park lot nearby for much less. I had no car just for this reason. It's pricey.,0
17,Bigboy1959,Dec 2017,$10/day,0
17,sandyman57,Dec 2017,"Hi As with the rest of the Betsy prices, parking at the hotel is expensive! According to the local parking on Google the Betsy is $43 for 24 hours. Down the road there is parking on 1500 15th St for $10 a day. Take a look via google by typing in local parking to the Bestsy on South Beach and the options for booking will be there. Cheers",0
17,wrp57,Dec 2017,"I used valet, plus I can remember the cost",0
18,Equality_7-2521,Oct 2017,I believe that the new wing (Deco) has the bigger rooms (we stayed there). It is an absolute schlep to get there though.,1
18,08062003,Oct 2017,We stayed in a suite in the old part and then were moved to the new part after a leaky window - the new side suites are much bigger but the main bedroom had only 1 bed -a king size bed where as the older side main bedroom had 2 queensize beds,0
19,Gordon770,Aug 2017,"Sorry for late response, however we didn't see any dogs while there. Great location and great service!",1
20,Darren B,Nov 2017,Yes at reception with the belle boys,0
20,mbenn2,Jun 2017,"Hi, the guys there are incredibly helpful and will be more than happy to store your luggage if you arrive before check in time. They have a team in the lobby who open the doors for guests, etc and I'm sure they'll be of assistance. Hope this helps!",0
20,Jim C,Jun 2017,Yes that would not be a problem,0
20,Ina F,Jun 2017,They store the luggage for you👍 both prior to check-in and when you leave if you need storage,0
20,Mats B,Jun 2017,Yes they have a place to store luggage..,0
21,Rosiewill,Jun 2017,"You know that it has 2 pools? A courtyard one (always quiet, loads of space, just next to reception so super easy access for anyone with walking or mobility issues) and a busier but nicer rooftop pool which is trickier to access as your room maybe in a different wing to the hotel. I was there in April and courtyard pool was deathly quiet (think I saw a couple of older people there once in 4 days) and the rooftop pool was busier but never packed and always possible to get sun loungers, even over a weekend. The beach is across the road, maybe a 5 min walk for the able bodied but plenty of loungers and umbrellas all included in your resort fee. So plenty of options for you and your mum to sun bathe. It's a fab hotel, highly recommended.",1
21,DeeAnn D,Jun 2017,We didn't have an issue getting a chair. It's not too crowded up there at all.,1
21,dyann s,Jun 2017,I visited in May and was always able to secure an umbrella and lounge chairs. The attendants are very helpful and will assist you. Be aware that the UV rays are extreme and can burn you quickly. I agree that the courtyard pool was quieter with easy access from the lobby. The Betsy was lovely. I hope you and your Mother have a great time,1
21,5tacy,Jun 2017,"I never bothered w the rooftop pool. I preferred the courtyard pool. Easy access to bar, restaurant and bathrooms all w A/C, and since its surrounded by the hotel, it's very shady. This may be a better option for an older person to enjoy.",1
21,sunshine810,Jun 2017,I was there in Feb of this year and it was around supper time when we went to see the pool. We had been at the beach earlier. There was no one in the pool at that time of day so I can't say if it is a better choice than the beach. The weather was perfect so I assume everyone was across the street at the beach. It is a bit of a trek across the street but the beach is beautiful.,1
21,TaylorMadeJourneys,Jun 2017,"Hello the rooftop pool area is very nice and had lots of room. There is another side to the rooftop that has sofas, chairs and tables. All with a view of the city. Enjoy your stay!",0
21,Jackie H,Jun 2017,I guess its very much dependent on the time of year? we visited in late Jan this year and it wasn't busy at all and no sign of anyone securing their place? I think a lot of people prefer the beach?,0
22,SteveBfreqtraveler,May 2017,The hotel said that they dont rent umbrellas and chairs etc. they referred us to the concession on the beach. It cost us $20 per reclining chair with 1 umbrella included from the concession. The hotel did lend us beach towels at no charge. They said it was covered by the resort fee of $30 daily.,1
22,drummer'sgirl,May 2017,The beach chairs and umbrella are included in your resort fee. I always tip the set up person. Many hotels in Miami Beach don't include the umbrella and some not even the chairs so it's nice to have that included!,1
22,5tacy,May 2017,"There is a $30 resort fee for each day of your stay. That includes beach chairs and beach towels as well as use of pool, fitness room, spa, etc. However, the hotel waved the fee b/c I'm a returning guest. I'm not sure if that's the norm, but it's much appreciated!",1
22,Lars B,May 2017,It was all included in the resort fee. Lars,1
22,Ronald M,May 2017,"Yes - al hotels in the area charge heavily for beach facilities. we found it better to walk along the beach and find private beach Companies , who charge much less and are only a minute or two away.",1
22,Terry S,May 2017,no charge part of the daily resort fee but don't take what looks like a complementary canvas bag in the room--they charged $15 and parking was l $40/50 per day,1
22,NewYorkTravelor,May 2017,I recall that they were free but a tip was expected.,1
22,manhattanite2019,May 2017,"I don't think so, but my memory is hazy as to whether you get both the chair and the umbrella free. I'm fairly sure they are free. Of course, I did give a tip to the guy who set up the beach chair. Just call the hotel and ask.",1
23,Mats B,Jun 2017,They have valet parking. But there is other parking places (house) nearby much better price. Look att google. 24 hour parking..,0
23,jackie075,Apr 2017,They certainly had Valet parking. Unsure about a nearby lot. Google Maps can usually identify those.,0
23,jackie075,Apr 2017,They certainly had Valet parking. Unsure about a nearby lot. Google Maps can usually identify those.,0
23,jane C,Apr 2017,Sorry we did not travel my. at so cannot help but most hotels there had valet parking.,0
23,Terry S,Apr 2017,They have valet parking and I believe we paid $40/day,0
23,enlocke09,Apr 2017,"Did not have a car, so I don't know. You should call the hotel. They're very responsive.",0
24,Jeff L,Apr 2017,"The Betsy is across the street from Lummus Park, which is right on the ocean. We have some great drone video on our Instagram account that will show you exactly how everything is laid out!!",0
24,Philip H,Apr 2017,Across the street from the park and 150 meters from the beech.,0
24,Terry S,Apr 2017,It's as close as you can get in South Beach and a great location--beach chairs and umbrellas are part of the resort fee you pay--their rooftop pool is also wonderful and has an oceanvew,0
24,NewYorkTravelor,Apr 2017,It's not right on the ocean. You have to cross a street and a park to get to the ocean. It's close but not beachfront.,0
25,TheBetsyHotel,Mar 2017,"While our kitchen at LT Steak & Seafood is not large enough to accommodate, we have researched and one of our favorite local Italian eateries, Osteria del Teatro, has confirmed that they can accommodate your request. Please advise our concierge when you arrive (request was confirmed with Paul) and you will be all set! Jeff Lehman Managing Director",1
25,Las-BrooklynNY,Mar 2017,"I don't know about South Beach, but there were restaurants along Rt. 1 on our trip to Key West that advertise cooking your catch. Beautiful ride. Stopped in Islamorada on our way.",1
25,Kirill L,Mar 2017,"I don't know. You may also find such experience not in South Beach, loots of fishing facilities are based at Key Largo and Key West area.",1
25,Evangeline T,Mar 2017,"I don't know, but if you called the hotel I'm sure they would be happy to answer this question for you. It is such a service-oriented hotel that I would be surprised if their answer was no.",1
25,love2travel2,Mar 2017,Thank you so much - We are really looking forward to our stay - several of our friends here in Denmark have stayed with you within the last year and speaks very highly of you.,-1
26,The Betsy Hotel,Feb 2017,"Dear Joellen L, we recently opened our brand new Rooftop Pool which gets sun all day and offers spectacular 360 degree views of the Ocean, the Art Deco District and the Miami skyline. Our beach service is offered daily. We look forward to welcoming you!",0
26,TheBetsyHotel,Feb 2017,"Yes! We have 2 pools now, and the rooftop pool has incredible sun. As an option, our beach services are available all day, too! Jeff Lehman Managing Director",0
26,edtealdi,Mar 2017,"Very little sun in the pool area. It is surrounded by buildings. Not high rises, but certainly sizeable. My memories of the pool are of it being in the shade. It portably gets some hours of sunshine in the middle of the day, particularly in summer, but not so much. Second question, I don't know, sorry. Never been to the beach.",0
26,Road Warrior,Feb 2017,The pool on the roof get sun all day. The beach service is about 150 yards from the front of the hotel and is good with umbrellas and chairs with plenty of towels. Get there early say 9:45 to get close to the water. Concessions are limited and rest room a 150 yard walk.,0
26,Road Warrior,Feb 2017,There are two pools. The original on the first floor is surrounded by the Betsy but is still nice if you can't take a lot of sun. The new pool on the roof is in the sun all day and has a view out across the city and towards the beach.,0
26,Jackie H,Feb 2017,"Pool def gets the sun! Not sure about beach service, didn't use The Betsy beach...",0
27,The Betsy Hotel,Jan 2017,"Dear Jean R, we are located 12 miles from Miami International Airport (about 20 minutes) and 32 miles from Fort Lauderdale - Hollywood International Airport (about 45 minutes). While we do not have a designated Betsy shuttle, Supershuttles are readily available at either airport. Our concierge team will be happy to assist in setting this up for you, you may reach them at 305-531-6100. Alternatively, you may choose to use taxi cabs, Uber or a private town car transfer. We are looking forward to welcoming you!",0
27,aliweekes,Aug 2017,Don't get the super shuttle if you fly into Miami we did and it took forever and was really expensive considering we shared with 7 other people. An uber is definitely the best option only about 10-15 dollars for 2 of us whereas the shuttle was 35 dollars for 2!!,0
27,JanLJ,Jan 2017,We went to Fort Lauderdale Airport. Got great help from Betsys and a good deal. A driver picked up me and my wife $42 + tip.,0
28,janettoli,Jan 2017,"No activities for children, but they do have a pool. The beach is across the street and the hotel fees provide chairs and umbrellas, which was great. What are the children's ages? There are bikes to rent across the street and a nice path along the water. It's a small boutique hotel in a good location.",0
28,yal5,Jan 2017,We only went for lunch so cannot help in answering your question.,0
29,The Betsy Hotel,Jan 2017,"Dear Gina Y, while we do not have designated children's programs at The Betsy, our concierge team is happy to suggest and arrange activities for your family.",0
29,Di B,Feb 2017,Go to Disney toots,0
29,Annette F,Jan 2017,"Hi, The beach is right across the street!",0
29,Limitsexistnone,Jan 2017,Not sure you need to ask concierge?,0
30,The Betsy Hotel,Jan 2017,"Dear Kc2636, what a great time to visit South Beach! While over those dates the weather during the day is usually in the mid to high 70's it can cool down at night to the 60's, so I would recommend to bring a light jacket or sweater for the evenings. I hope this helps and we look very much forward to welcoming you!",0
31,The Betsy Hotel,Dec 2016,"Dear love2travel2, our Continental Breakfast consists of the following: Freshly brewed “La Colombe” coffee or the “Palais des Thes”, selection of Viennoiserie served with fruit preserves and sweet butter (croissant, pain au chocolat, danish, scones, coffee cake, lemon-poppy seed pound cake), fresh pressed Florida orange, ruby red grapefruit, or cranberry juices, and seasonal sliced fruits and berries. Please let us know if we can answer any additional questions for you. We look forward to welcoming you and wish you all the best for the New Year!",2
32,TheBetsyHotel,Dec 2016,"In our Colnial wing, there is no construction going on at all. In the new Art Deco wing, there are still some finishing touches going on. We anticipate the new pool (we still have our original pool area) to be ready for Guests in the next couple of weeks. I hope that helps! Jeff Lehman Managing Director",1
33,The Betsy Hotel,Nov 2016,"Dear GENEAD, we do have a service cabana in our beach section where you can buy water, juices and snacks. We look forward to welcoming you!",0
34,The Betsy Hotel,Nov 2016,"Dear Gene D, we do have two elevators on property. Please let us know if we can answer any additional questions for you.",0
35,Howard E,Sep 2016,Yes it is permitted.,1
35,reclined992016,Aug 2016,"We didn't see anyone topless the two days we went to the beach, however some may as well have been since their suits were so tiny. If it is a rule, we were never made aware of it.",1
35,Karen M,Aug 2016,"Although beach patrons are scantily clad, I would not. Save it for the nude beach, which I believe is in the North Beach area.",0
35,Ismetser,Aug 2016,"The bikinis that women put on, they don't need to bc its so tiny. Just think that they have only close there nipples and front area.",0
35,MadelonW,Aug 2016,"It seems that technically it's not legal but socially accepted so no problems, and the beach is huge...",0
35,poblanofamily,Aug 2016,We saw lots of thongs and a few topless ladies...,0
35,Felicia,Aug 2016,Nope,0
36,The Betsy Hotel,Nov 2016,"Dear kbgigi13, The Betsy - South Beach opened its doors after a floor to ceiling renovation in April of 2009. We are actually currently undergoing an expansion which is slated to be completed at the end of the month. The new Art Deco Wing will house 70 more guest rooms and suites, 30 of which will feature balconies, additional food and beverage outlets and unique venues including a sparkling roof top pool deck with 360 degree views. While our Ocean Deck is not open to the public, our restaurant LT Steak & Seafood has a great patio, perfect for outdoor dining. We look forward to welcoming you!",0
37,The Betsy Hotel,Mar 2016,"Dear beauty_amora, our rates vary depending on your stay dates. Our reservations agents are happy to assist you with your booking, you may reach them at 305.531.6100. We look forward to welcoming you!",0
38,TheBetsyHotel,Nov 2015,"We WERE installing a new elevator at the Betsy. That work is complete now, the pool are (which never actually closed, BTW) is completely refreshed and serene again! Besides this, there is a renovation project going on next door to us (actually behind us on Collins Avenue) but the heaviest work of that project is also complete. There is now more information about our expansion on our website. Everything will be complete by October 2016.",0
38,Kirk B,Nov 2015,I really didn't have any issues with sound levels at the time I stayed which was late September and early October it was very quiet,0
38,bieken,Nov 2015,"When we were there end of September, very little renovation was going on and it was not disturbing at all.",0
38,leandroalobo,Nov 2015,"I went there ready for noise, because it was one of the two complaints I read people writing about it, but for my surprise I didn't hear a thing when I was there. The room I stayed (with a pool view) it was absolutely quiet, totally silent, definitely no noise problem at all. Regarding the view, from the coffee room / restaurant we were unable to see the pool due to obstructions for the construction around the pool. This reference is from end of July beginning of August when I was there, perhaps the work has been finished by now. Good luck and have a great stay wherever you decide to go.",0
38,Roger E,Nov 2015,"Sorry, can't help you. I was there in March and there was no construction happening.",0
39,The Betsy Hotel,May 2015,"Dear jaxstraw, we do have a Citi Bike rental station right across the street. You can find more information on Citi Bike stops on South Beach and prices under the citibikemiami website. Our concierges will also happily assist you if you are looking to rent specific bikes. We look forward to welcoming you!",0
40,The Betsy Hotel,Apr 2015,"Dear kygirl25, We do provide towels, chaise lounges and umbrellas to our guests by the beach, this service is included in our daily $20 Resort Fee (along with free Wifi, daily newspaper, prosecco welcome and sunrise yoga on our Ocean Deck four times a week). Please let us know if there are any other questions we may answer for you. We look forward to welcoming you!",1 vote
41,The Betsy Hotel,Mar 2015,"Dear Teri B, We do have beach attendants readily at your service offering snacks and beverages, however, due to city regulations there is no alcohol permitted in our beach section. We look forward to welcoming you to sunny South Beach!",0
42,The Betsy Hotel,Jan 2015,"Hello Iris C, We are a pet friendly hotel, dogs are however restricted to the outside seating section of our restaurant. We look forward to welcoming you!",0
42,darcyd2015,Jan 2015,The Hotel is Pet friendly and dogs were welcome in the outdoor sections of the restaurant (which are the best places to sit - dog or no dog),0
42,Ginger56_13,Jan 2015,I believe so. And they have a marvelous terrace in frontbof the Betsy where I am sure pets are no problem.,0
43,The Betsy Hotel,Dec 2014,"Dear Adekunle, While we do not provide a hotel shuttle service, Miami International Airport offers Bus (Airport Flyer, one-way cost $2.65) and Shuttle (Super Shuttle one-way cost $21) transfers to South Beach. Car rentals and taxi cabs (one-way cost $34) are also readily available. We look forward to welcoming you!",0
43,Bornabrit,Dec 2014,"We always have a car so Im not sure.you would have to call the hotel.. Wish I could be more help ,sorry..",0
43,Sherry S,Dec 2014,"We flew out of Ft. Lauderdale so I know they don't have a shuttle to that airport but not sure about Miami. You should call or email their concierge, they are extremely knowledgeable and want to help. Love The Betsy... Have fun!",0
43,Tim B,Dec 2014,Not sure- may want to check with the hotel directly or with the airport,0
43,Moz01,Dec 2014,No but the Bell Staff will order a taxi for you. Taxi ride from the airport is a fixed price (not on the meter) and is quite reasonable,0
44,The Betsy Hotel,Oct 2014,"Dear Brodie5, all of our Suites are 1 Bedroom Suites, we do however have two Royal Suites that have connecting Deluxe Ocean View Double Rooms. For more information please call our Reservations Team at +1 305-531-6100, who will happily answer any additional questions you may have.",1
45,The Betsy Hotel,Jul 2014,"Dear Cynthia, our overnight Valet charge is $43. Please let us know if there are any further questions we may answer for you.",0
46,The Betsy Hotel,Jul 2014,"Hello jtmia, our intimate courtyard pool is indeed heated. Please let us know if there are any further questions we may answer for you.",0
47,Kem B,Aug 2019,"Yes, the Betsy has beach chairs & an area on the beach of south beach. They have nice service & help there on the beach. I don't recall if they charge an additional fee for beach chairs.",0
48,The Betsy Hotel,Jun 2019,"Dear 100MM100, our breakfast is served à la carte, prices vary depending on what items you order. If you visit the LT Steak & Seafood section of our website, you will find all of our menus for easy reference. We hope to welcome you soon!",0
49,Berend Mulder,Mar 2019,"So, you're a regular at this place?",0
50,Carlos T,Oct 2017,"Não me hospedei no Betsy. Os hotéis nos arredores cobram cerca de 33 dólares pela taxa de resort. Não sei se o hotel fornece bicicletas. Entretanto, há ""bicicletas do Citibank"" na Ocean que podem ser alugadas. Há garagem pública perto do hotel, cuja diária é bem mais em conta do que as cobradas pelos hotéis dos arredores. BTW, há um starbucks's quase em frente ao Betsy",1
52,Jeff L,Jun 2016,"Hello! Our expansion is almost complete, we have an anticipated completion date of November 1, 2016. Our current roof deck is not affected at all - our expansion is into the hotel building just west of us, which will have a 2nd roof deck, that one with beautiful panoramic city and ocean views and our second swimming pool. We have completed the change of our new restaurant and it is open already, LT Steak & Seafood, added another elevator into the original building, and as I mentioned, are heading towards opening the expanded Betsy with more room and suite options (many with balconies), several culinary options, a proper library, and even more cultural, caring and hospitable service options for you. We can't wait to hear what you think of it all! Jeff Lehman Managing Director",1 vote
53,The Betsy Hotel,Nov 2015,"Dear Christian, While we do not offer gluten free breads and pastries, we do have other breakfast options like eggs, fruit, yogurt and smoked salmon that will hopefully work for you as an alternative. We look forward to welcoming you!",-1 vote
54,Jean_TheBetsy,Jul 2015,"Cynthia, Obrigado para seu inquérito. O Betsy oferece o estacionamento de lavadeira em $43 por a noite com dia e noite fáceis do acesso. Nós olhamos para a frente a dá-lo boas-vindas!",0
54,Maria Mônica Ferro,Jul 2015,"Ola cynthia Boa tarde, o hotel nao tem estacionamento pp. funciona na frente do hotel valet custa $ 30:00 dolares. Mas vc tera que dar gorjetas o custo sai por volta de $40:00por dia. E alto o custo nao vale a pena pq o hotel esta proximo de tudo. Vc pode pegar um onibus para ir aos outlets. Custa em media $20:00 dolares por pessoa. O taxi fica por volta de $50 a 100 dolares depende para onde vc. For. Por outro lado vc pode pegar onibus na lincon road para ir a varios lugares vale a pena no hotel eles te darao toda dica de transporte. Por outro lado o carro fica mais carro pq vc nao paga so o estacionamento do mas sim na rua, bem como nos moll ou outlet. Eu vou todo anoa para miami so aluguei carro uma vez. Para ficar nessa localidade vc faz tudo a pe ou com onibus.",0
54,Bianca P,Jul 2015,"Cyntia Desculpe mais o nome o local do shopping saiu errado, o celular completou com o nome errado seria FORT LAUDERDALE. Espero que ajude!! E desculpa o erro anterior .",0
54,Bianca P,Jul 2015,"Cynthia Bom dia O sistema é de valet em frente ao hotel, o mesmo não possui estacionamento. Quanto ao preço não sei lhe responder, pq fiz tudo a pé, pois as ruas mais famosas ficam próximas ao hotel e não achamos necessidades de carro. Para irmos ao shopping compramos um passeio ao mesmo num quiosque dentro do supermercado próximo ao hotel e valeu muito a pena, na volta nos deixou bem perto do hotel, fomos ao maior shopping situado em FORD LAUDERDEIO",0
55,The Betsy Hotel,Oct 2014,"Estimada Anidbelu, gracias por su pregunta. El precio del Valet es $43 la noche. Si usted reserva la oferta especial por Tripadvisor el desayuno esta incluido. Esperamos su llegada!",1
56,idayne,May 2022,This hotel is about 800 & higher but so worth it The entire experience is amazing,0
57,Candace J,Sep 2021,We didn’t rent a car. I don’t know.,-1 vote
61,RonnT,Mar 2021,You won't get a chair h less up by 8 am,1
62,Tejaschic,Feb 2021,Following,1
63,Mctesterson,Mar 2021,"Yes, you can tell this is a one-off hotel with a non-existent service culture. Employee turnover is extremely high and there is no training program whatsoever (for real service, spend 30 minutes at the W next door). The staff doesn’t know how to apologize or say thank you or greet you, and 90% of people who stay here are just interested in taking Instagram photos. 1 Hotel is not to be used in the same sentence as Four Seasons, that’s for certain.",0
64,Frank C,Feb 2021,"The roof top pool is not easy to get a seat at, they reserve half the seats for vip, and basically make you set an alarm to wake up and wait to get one, today i waited on a 45 min line, to be told there where no more seats, and by that time seats where taken at all of the other pools as well, poor experiance at a nice hotel, staff is rude, on the pool / watr staff specifically RUDE, ive stayed here more then once and every time the roof top pool situation in mid spring, there are way better options for the money you'll spend at the one in the area",1
65,Christina D,Feb 2021,"No actually housekeeping was called 3 times to my room. I had to Lysol my toilet myself since it was dirty upon check it. I also had the toilet cleaner left in my room the brush with toilet water on the floor. It's hard to get in touch with anyone there. As a person who travels a lot, the hotel charges for luxury but can not compete with luxury brand hotels because of the service.",0
66,Ved,Dec 2020,Very child friendly! The main pools on level 3 are families and kids. Just be prepared your kids will be spoilt!,0
68,Becky M,Aug 2020,No the hotel doesn't have that but i use uber or lyft when i arrive so much cheaper than the shuttles the airport offers,0
69,Judy P,Jun 2020,There is an area to store luggage They are Very accomadating. You should call hotel for your specific questions b,0
69,Deee,Jun 2020,You need to be a bit careful. It operates as a hotel within a hotel. You will be asked to call the ‘concierge’ as you approach the hotel for your private check-in but in fact it’s because they are renting rooms privately within the hotel. There’s a sign in the lobby that you can’t use the pool or the lobby area and no room service. Etc. I doubt there’s anywhere for left luggage as you can’t use the reception. My advice is stay in the actual hotel or somewhere else.,0
70,Michael N,Jun 2020,"Yes there is a private beach. I don't know about the mask, but I assume they organised it in the way to ensure the right distance.",0
71,Michael R,Jun 2020,It’s open,0
72,JLJCT,Jun 2020,"Upstairs the roof top is only for adults. The 2 pools downstairs are super kid friendly, as well as the beach. Be careful on the beach, if you order food the sea gulls, go for it.",0
73,Sparty1979,Jun 2020,There’s enough privacy. It’s not clear glass.,1
75,Mrs. Z,Nov 2019,"No, it’s not. But one of my favorite hotels in South Beach.",1
76,nshihadeh,Dec 2019,No. However if you have a room key and are checked in under your name you should know have an issue bringing anyone in. They have no idea how many people are staying in your room !,1
77,YULSYD,Oct 2019,"Yes, there is music at rooftop pool and quite party ambiance from noon until late.",1
77,Priya M,Oct 2019,Sorry I don’t remember. I travelled with my kids so I didn’t go to rooftop pool.,1
78,Turkswedding,Sep 2019,I think they were 100 percent but our room was no where near elevator. Great nights of sleep!!,0
78,Andrea S,Sep 2019,"I would say yes, but not 100% !!!",0
79,Turkswedding,Sep 2019,"If you booked with hotel directly, just call and let them know otherwise don’t be afraid to let them know at check in. They are beyond accommodating!",1
79,Any B,Aug 2019,Make a note on open table. They accommodate,1
79,Ciara H,Aug 2019,"Just call reservations & make them aware. As the rooms are FAB anyway, I can't imagine what the upgrade would be like 😁 Congratulations, have a wonderful wedding day & honeymoon",1
79,JMACTICKETS,Aug 2019,I would call the main number and ask for reservations and let them know you are coming and explain your special event ... they will be very accommodating.,1
79,nataliemerrens,Aug 2019,Would just email them but to be honest there is so much wealth there when I asked for an hour longer in our room they gave us 30 minutes!!!,0
80,Charlie C,Jun 2019,"Yes, just go down to lobby to pick them up and accompany in elevator.",0
81,FredSiegel,Apr 2019,Beach is right behind hotel and I did see people smoke between hotel and beach,1 vote
82,mikro410,Apr 2019,"Yes, I believe it was $100.00 for the bed. You can have the chairs for free and still receive the beach side bar service.",1
82,224SharonB,Apr 2019,Hi no not if you are in this hotel they have there section of loungers,1
82,WrldtrvlrBH,Apr 2019,"Not for lounges or umbrellas, only for enclosed cabanas",1
82,bmperez01,Apr 2019,Hello T4n No you don’t have to pay,1
82,224SharonB,Jul 2019,Hi no not if you are staying in there hotel,0
83,224SharonB,Apr 2019,Hi No there was a construction going on a few hotels down but no noise or disturbance at all. You can only see this if your on there private beach on south beach but again no noise.,0
84,Joyce,Jul 2019,The beach is quite large. There are 4 pools,0
85,amyscott1,Mar 2019,Yes it is family friendly. I have been there with my kids!!,0
