question_id,user,date,answer,votes
16,SummerGirl8888,Apr 2022,"I just returned from the Zilara as my first international trip since the start of covid. I found things similar to what others have said--masking on staff is 100%, guests are much less reliable most places, (we chose to mask up out of respect for the posted signs saying it was mandatory inside). To add to what the others have said, the staff was doing a remarkable job at cleaning constantly. There are sanitizer stations at the entrances to each restaurant and a shoe cleaning station. They offer an on-site insurance package for a very small fee (which to me means they are doing all they can to keep guests healthy during their stay), and they have on-site testing available for free or at a discount (depending on length of stay and type of test needed). All said, it felt very safe! The quality of service, food, and amenities was unchanged compared to my 2 prior visits pre-pandemic.",1
17,HFW,Apr 2022,"In the past, yes. However, during Covid the practice was suspended.Last time I asked, they had not reinstated it. Not sure when you are traveling, but I will be staying at both Zilara and Ziva next week and am happy to ask multiple concierge at both resorts for you (to get a consistent response).",1
18,Keith B,May 2022,Our room had a Nespresso machine. Stayed last week.,0
18,Jeff S,Apr 2022,Yes,0
18,John L,Apr 2022,"In rom coffee is available, but there is also 24 hour room service and coffee will be brought to you",0
18,CJT1997,Apr 2022,Yes! Coffee at your fingertips!,0
20,NorthStar45540956893,Jun 2022,"Yes, that is part of your all inclusive. as stated, it was only soft drinks and beer and they gave pringles and nuts as a free snack as well",0
21,Lorisa G,Mar 2022,Hey no we had no issues I emailed the following info to this email address and they replied with all the info. it was $130 roundtrip to and from the airport through Discova company Email Address: transport . hyatt (under score )zilara (underscore) cancun (at) playaresorts . com (sorry it would not let me include HTML or website links Arrival Date: Airline: Flight Number: Arrival Time: Departure Date: Airline: Flight Number: Departure Time:,1
22,Peter Yoon,Mar 2022,I didn't look into it. Just went to Chichen Itza. Great day trip. $75ppl.,1
22,Roberto G,Mar 2022,Yes! I recommend booking with Viator. They pick you up really early from the hotel and return you in the evening.,0
22,Tracy D,Mar 2022,I believe tours and excursions can be arranged at the resort with concierge.,0
22,benluis08,Mar 2022,They have an excursion office that helps plan those day trips at an extra cost. We personally didn’t look into it but I’m sure they do.,0
23,Fareed Khimani,Apr 2022,its an adults resort. no kids allowed. sorry,1
24,Kelly G,Mar 2022,Yes,0
25,Vincent L,Apr 2022,Free for rapid antigen. Approx 100usd for PCR depending on legnth of stay,0
25,Kelly G,Mar 2022,zero pesos.,0
25,funonourfarm,Mar 2022,It is free regardless how long you stay,0
25,LAURAPEOPLES2021,Mar 2022,It's free if you stay more than 3 days.,0
25,jaw3706787,Mar 2022,There is no charge to hotel guests.,0
25,Fareed Khimani,Mar 2022,No Cost. its inclusive or the part of their services,0
25,JK,Feb 2022,"It was included when we went - no additional charge. You make your appointment when you arrive so the results will come in before you leave, and you're good to go.",0
25,scandalsharon,Feb 2022,The covid test is included....no charge,0
25,Kelly G,Feb 2022,"No charge. But, they try to sell you Insurance at check in....",0
25,Amanda M,Feb 2022,"It’s actually free to my knowledge. If you have a dr note of recently having it you don’t have to get tested, otherwise they explain all the details on where to go on the 2nd floor and it’s a really easy process. You test the day before and they email you results by that night. At the check in process you can also fill out a form if you were to test positive you pay $60 some I want to say and that would cover the stay of the time you would have to quarantine. From my knowledge the positivity rate is very very low. We were a group of 35 and either people had a dr note or tested negative.",0
26,Amy G,Feb 2022,Our room was in the NE corner of the building. There did appear to be a loft style room beside the building that was part of Zilara (same patio furniture and loungers). I assumed it was the Presidential Suite. If you are interested in it the Concierge may have more information.,0
28,Fareed Khimani,Mar 2022,For two persons. but we had 2 queen beds and my son (23 yrs old) accompanied with us. you may have to get approval prior to booking.,0
29,Fareed Khimani,Mar 2022,I don't think they allow 4 people to share one room,0
30,Fareed Khimani,Mar 2022,All room has Jacuzzi and hammock,1
30,Lara,Feb 2022,"All rooms are suites and have jetted tubs but there are 2 types of hammocks, if you have a balcony big enough they have the regular hammock but if your balcony is too small for that, they have a chair type hammock. I personally like to lay on the hammock and watch the sunrise so your best bet is a room with a big balcony. You can always specify request like this in your room reservation",1
30,Kimberly H,Feb 2022,"Yes, I believe all rooms have jacuzzi and hammock. We didn't upgrade our rooms either time in November or January and both had jacuzzi and hammock. My husband took a long nap during a rainstorm on the hammock and didn't get wet.",1
30,Mark,Feb 2022,"Yes all the rooms are ocean front, jacuzzi tubs and Hammocks",1
30,Tim M,Feb 2022,All rooms are suites and have the jetted tubs as far as I am aware. I believe all have the hammock as long as it has a balcony/patio. There maybe a few rooms that don't. It's clearly listed on the room details on the Hyatt site.,1
30,ltl_leah,Feb 2022,"All rooms are suites, so yes, all rooms have a jacuzzi and hammock. They do have these rooms called villas in a separate building. They all have jacuzzi's, but I'm unsure about the hammocks with those rooms.",1
30,anne s,Feb 2022,There's a very weak ( and hard to get warm enough) jet tub in the room. I don't recall if there was a hammock. We stayed in a swim up Ocean view suite,0
30,Tracy D,Feb 2022,I do not have an answer for this sorry!,0
30,Roseann D,Feb 2022,"Read the room details, as the hammock is available only with rooms that have the larger space to allow for one. The same for a hot tub in the room.",-1
30,Sandy V,Feb 2022,I am not sure. We had a junior king suite.,-1
30,Connector786608,Feb 2022,suites,-1
31,Don G,Jan 2022,She helped me set up a surprise beach dinner,0
32,Fareed Khimani,Mar 2022,we rented our own cabanas,0
33,patfrickslp,Jan 2022,I did not golf this trip,-1 vote
34,Fareed Khimani,Mar 2022,yes,0
34,ltl_leah,Feb 2022,"To my knowledge, you can smoke on the beach but not at the pool. I believe they have designated smoking areas at the resort to smoke. I know of 2 outdoor areas outside the sports bar and the Den that are specifically for smoking cigars.",0
37,F D,Mar 2022,"Im currently here for spring break. Not too crowded, plenty of beach and pool cabanas. They said they are currently at 75% capacity. All the restaurants are open.",0
38,Fareed Khimani,Mar 2022,Mask required only when you enter into the restaurants for dining,0
39,Caitlin Guerra,Feb 2022,I stayed 3 nights and got the test for free. Not bad at all. You fill out a paper (need to bring passport for this) and they do the testing right away. Got our results within less than the 12 hours promised.,0
40,Fareed Khimani,Mar 2022,yes,0
40,Roam09567004917,Nov 2021,"Yes, you can!",0
40,carolinamaetaylor,Nov 2021,I think so but not super sure about that,0
40,Roseann D,Nov 2021,"I know that they sell cigars in the hotel, so my assumption is you can smoke on the beach...but I didn't see anyone smoking either.",0
40,Tami M,Nov 2021,I saw people smoking cigars on the beach.,0
40,Sandy M,Nov 2021,"I do not know, I am a non smoker.",0
40,Sandy V,Nov 2021,I have no idea. I never saw anyone smoking at all. If you call them they will answer that question.,0
40,Arlene R,Nov 2021,I do not know the correct answer but while I was there I did not see one person smoking there.,0
41,Rob,Nov 2021,"There are no set pool hours, entertainment was done in the main hotel area, mostly local dancing, etc. no bands or anything like that while we were there",0
42,anne s,Nov 2021,"not sure, looks externally mostly done. likely awhile yet.... The temporary spot has a really nice gazebo right on the water so you can feel the breeze and hear the waves breaking which is WAY nice. The other part isn't as nice, and the cooking area, greeting area, etc do feel cobbled together. ignore that tho.....",1
43,McMarshal,Dec 2021,Answer is: $95USD,0
44,Greg L,Oct 2021,No pets,1 vote
45,Tim M,Nov 2021,They ask when you check in. So certainly be sure to call or email before you arrive. :),1
46,Tim M,Nov 2021,"The beach is one of the nicest stretches in Cancun. I would be cautious of the riptide and current in the water. They seem to have a combination of red and yellow flags out each day. On the windier days, the waves tend to be a bit bigger.",1
46,Climber44794925393,Oct 2021,"This stretch of shoreline can get quite windy, so many adjacent resorts will have out red flags quite often. Where the Zilara is seems a little more reliable for at least yellow flag conditions -- which means you can swim, but use caution. There are strong riptides, so read up on what to do if you get caught in a current like that. The water is clear, the sand is glorious and cleaned diligently by hotel staff. Not rocky at all. The worst we've had happen in two stays to date is a needlefish coming in close to shore, so they had to get everyone out of the water for a few hours!",1
46,Mark,Oct 2021,"It was great during our stay, the beach is great very clean. And yes the water is swimmable",1
46,ryan7578,Oct 2021,"Beach is perfect, there is a little sea weed here and there but not bad at all. There were raking it up with a tractor so was mostly gone. Bottom at beach was all sand with little to no rocks. It was calm most of the time we where there. Very swimmable for sure.",1
47,Joe,Oct 2021,"The luxury room is a little bigger, you have a wrap around balcony, & you get a free bottle of alcohol. You also get your own personal cabana on the beach & access to the fancy restaurant Chef's Plate. I know this for a fact, just stayed in a luxury suite in May. 😊",3
47,Katy R,Oct 2021,"Does one of them sit in a corner, so that you get MORE views of the ocean? If so, that was what we had and I loved the extra views and light! I think that room, too, comes with access to the spa. *Note, this does not mean FREE treatments at the spa, just access to it and its hydrotherpy ritual. I got a treatment at the spa - paid for it - and did the ritual - free because of my room and bc I had a service done - which was lovely. But TBH, I was ready to get back outside to the pool and beach. To me, that's where the relaxation was at, not the spa. So get the special room for the views and not bc you get free access to the spa ritual.",2
47,Ladell W,Oct 2021,We had the regular Jr. Suite and it was plenty big. Our friends had the luxury suite and the got a bottle of alcohol and a cabana right next to the pool edge. But we also had a poolside cabana.,1
47,LAURAPEOPLES2021,Oct 2021,"Hi, Congratulations on getting married! We were married at the Hyatt Zilara and go back as often as possible. All the rooms are lovely. The upgraded room will be higher up floors. Honestly, all the rooms are spacious and have gorgeous views. I would suggest not being in the middle of the resort. Sometimes it's a louder bunch at the pool. The front desk people are very helpful and will do everything they can to make your honeymoon special. cheers!",1
47,Julia D,Nov 2021,"We were just there and reserved that same room. No extra perks other than a bottle of liquor in your room, which we didn’t even open because they didn’t bring us any mixers. No beach cabana or pool cabana. Now all the beach cabanas are paid or reserved for presidential suites and maybe the swim up rooms and half of the pool cabanas are paid. Sorry to say, not too many perks for the extra $300 we paid. I wouldn’t pay that for a wrap around balcony and one bottle of liquor. But that’s up to you!",0
47,McMarshal,Oct 2021,"To clarify -- the room is slightly larger. You do get a wrap-around balcony, but the wrap-around part is too narrow to be of use. What it does mean is that you don't have a neighbour on that side, wink wink, nudge nudge. The reserved beach cabana is a really nice perk, and the Chef's table dinner is also a perk -- you can reserve that when you arrive on site. As for the free bottle... it's wine, and it's horrible, and you can order that from room service anyway. The other upgrades are where the value is.",0
47,Sandy V,Oct 2021,We had the Junior King room and it was spacious and very comfortable. Highly recommend it. We were on the fifth floor and had a great ocean view. We were one unit from the end and it was perfect only one couple walked past our door. The balcony had great views for sunrise and out the front door great sunsets over the lagoon.,0
47,The Everyday A,Oct 2021,I believe the luxury suite has a swim up pool so it’s on the lower level. We stayed in a regular king suite and it was AMAZING!,0
47,DOREEN P,Oct 2021,I'm pretty sure it is because there are a few rooms which may have an obstructed ocean view so if you upgrade you won't run into that issue and I believe it gets you to a higher floor as well.,-1
47,Jessi Swanson,Oct 2021,"Every room has a view of the ocean. The luxury suite will get you extra perks like a reserved beach cabana and larger balcony. We have been here several times and usually get the ocean view suite and it has been lovely. However, we are coming in Dec and went with the Luxury suite this time.",-1
48,Tim M,Nov 2021,"No long pants are required for men. They suggest bermuda shorts. As for the pools being heated, we were there the end of October when it was in the 80s and found the water to be refreshingly cool. Not sure if there is a need to heat them. You can check out the hours, menus and dress code for all the restaurants here: zilaracancun resortsbyhyatt (put dots between and com at the end)",0
49,Fareed Khimani,Mar 2022,all kind liquor,0
51,Fareed Khimani,Mar 2022,we were three with two full size beds,0
51,Trish H,Oct 2021,We had a room with two queen size beds - and it was very spacious,0
51,Gregory I,Oct 2021,I believe you can get a roll out bed sent to your room.,0
52,Jules,Jul 3,"There is a main pool and then a pool for kids in a different area. Some of the rooms also have infinity pools connected to them, though they are all pretty nice. And then there is also easy access to the beach if that is more your style.",1
53,Chris L,Jun 2022,"This hotel had a Covid-19 testing center in May 2022, so I think yes they still have it. You must bring your passport to book an appointment first so that you can assign any time slot you want. You can ask where it is when you check-in and I recommend you to make an appointment as soon as you checkin. They provided both antigen and PCR test at that time. I did antigen test at 10 am but got a result at/after 6 pm so you may want to consider this turnaround time for your schedule. Even though you schedule at specific time, you might need to wait for around 30 min before sample collection.",0
54,Arturo G,Jun 2022,You don't need reservation. But there are specific hours with more traffic of people so it's more difficult to get a table,1 vote
55,Darlene B,Jun 2022,"Good day, to be honest it is a great family resort with full access to the beach. There is however, a VIP executive lounge on the sixth floor.",1
55,Cindy G,Jun 2022,This location does not. The sister hotel about an hour away is adults only,1
55,Veronica V,Jun 2022,"Family Resort. There is a ""kids"" pool but there is no strict ""kids only"" or ""adults only"" pool areas. Wyndham does have ""adults only"" resorts. I would try that instead.",0
55,Rangel,Jun 2022,There is a bar area and it becomes more of an adult environment at night. There is child care if you need it too,0
55,Angela P,Jun 2022,"My husband and I visited this resort a few months back. Very nice hotel, great accommodations, but unfortunately it is a family friendly resort.",0
55,Millie B,Jun 2022,"No, it is a family resort.",0
55,Jim w,Jun 2022,They don't. And the pool is full of kids! Don't do it. Find another resort a,0
56,JD W,Jun 2022,"Hello, the “seaweed” is strange and we have yet to find someone who can explain its behavior. You may have a few straight days of minimal, then like magic.. the next day, NONE. Whether it’s tide related, seasonal, weather affected or what, it varies from day to day. So someone there RIGHT NOW May say there’s NONE, and by morning it’s globs. And what’s even more odd, is it might be in a short spread directly out from line of pool and yet hardly any just to one side or the other. But, the resorts do their best to have tractors out there every morning.",0
56,Anthony C,Jun 2022,"There was almost no seaweed on the beach or in the water right now, not sure if that’s normal or it was pushed out with the latest tropical storm that passed through",0
57,Andrea P,May 2022,"They have top shelf liquors in the VIP area. Depending on the room category you booked, you may have access to this. Otherwise it's standard liquors.",1 vote
58,sansol1425,May 2022,You can take your own. I used my own phone to take my 50th Birthday pictures on the beach.,0
59,Eric k,May 2022,"They do and there's no charge, it's included in the price of your room",4
60,Destination53810,May 2022,Have to be there right when they open and be put on waitlist.. we did this for group of 13 and ended up getting seated close to 8 when they told us to be there at 7pm. Worth the wait tho.,0
60,H S,May 2022,Only if you want to eat at the Italian place because it is so small. Not a lot of tables so you will need a reservation or be prepared to be on the waitlist and eat at 9 or 10 pm for dinner.,0
60,Layla,May 2022,No it’s not essential! Sometimes when they fill up they take a waiting list however if you keep track of when they first open you’re fine! Even if you are super hungry and don’t want to wait the 30-45 min there’s so many fast options that are fresh and delicious:),0
61,Cindy G,May 2022,I used Natalie Houston with Come and See travel She’s not through the UK but can assist with UK customers.,1
61,Lynsey T,Jun 2022,Can you send me her contact details please,0
62,Alicia M,Apr 2022,They have rooms set aside in the case that you test positive. I believe they are standard rooms!,0
63,Jonathan Murillo,Apr 2022,Definitely Yes,0
68,Doug R,Apr 2022,Yes very big tv at the main bar. The sports crowd scene seemed lively as well.,0
68,James B,Apr 2022,Yes they have it on the big screen at the bar.,0
71,barbara m,Apr 2022,We reserved a cabana it was $75 USD for the day and it included a cooler with Champagne and other drinks,0
72,Asacker97,Mar 2022,"They also have USB outlets as well, so for electronics you may not need the electrical plug part.",1
72,"Roxanne Bodes, MBA",Mar 2022,Same plugs as US,1
72,J73alb,Mar 2022,"They have ""universal"" outlets in the room. No adapters needed.",1
72,Ken M,Mar 2022,You do not need any adaptors for your appliances,0
72,daniela k,Mar 2022,The Hotel uses the same plugs as US,0
73,Jennifer S,Mar 2022,I didn't see the beach front walkouts but saw the swim up suites and they looked really cool. The also had a great view. Room service was free and available all day.,0
74,Jennifer S,Mar 2022,Yes but can remove once you are seated,0
75,J73alb,Mar 2022,"Are you asking if late checkout is an option? If so, yes it is for an additional fee. It's a certain amount per hour (I can't remember the exact amount).",0
80,J73alb,Mar 2022,We were there early February. The test was free for everyone.,0
84,J73alb,Mar 2022,No swimsuits. No tank tops for guys.,0
85,Jennifer C,Mar 2022,We tipped for drinks and at meals. We also tipped housekeeping staff.,0
86,Veronica V,Mar 2022,No.,0
86,Doug R,Mar 2022,"I did not see any there, but I also was not looking for any.",0
88,Veronica V,Mar 2022,"They have a laundry service you can pay for. The wash, dry, and fold your clothing for a fee. There is a good deal upon check in for 10 dollars per day",1
89,Veronica V,Mar 2022,For the d double bed rooms no pull out couch.,0
89,J73alb,Feb 2022,Our room had a king bed and pullout couch.,0
89,Brian C,Feb 2022,washer and dryer,0
91,Peter C,Feb 2022,PCR tests are more . Just over 100 USD but while I was there I think the Canadian govt is stopping that end of February,1
91,Romtiger,Feb 2022,"Yes, the hotel offers Antigen rapid test for free if you have all inclusive package. If not , the test is $30. So, the test is antigen rapid, not PCR",1
91,Theresa M,Jan 2022,Yes they have PCR tests at the hotel. Cost $110.00 US and results were next day,1
91,Veronica V,Mar 2022,They offer onsite Antigen (rapid) resting. It is included with stay.,0
92,Veronica V,Mar 2022,Truly all inclusive with the exception of tips for hotel employees.,0
93,Veronica V,Mar 2022,"Water park slides are only for younger kids, they do not allow adults on them.",1
93,J73alb,Feb 2022,We were there a few weeks ago. Bigger slides are still there.,1
94,Daniel Z,Jan 2022,"When I stayed there they had banners on some of the room doors(just married, happy birthday.. etc) They do provide airport transfers through Discova and it was awesome but I do not know the contact info but the hotel should!",1 vote
102,Billg68bg,Today,"I used the ice cubes, drank the water,etc, And had no problems. I believe all of the resort chains have filtration systems, but not 100% sure. I’ve been to the Paradisus several times dating back to when they were the Melia and never had any water issues.",1
104,Reina R,Yesterday,"Hi, our room was in the 3rd tower( the main tower), the junior lagoon view suite. It did not have a connecting room door at all.You can always call the hotel and ask them. I really do t know if other rooms have that since I only got one room.",0
105,EB12,Jul 7,Afraid not but they have a shop to buy one! Kukulkan mall isn’t far. We brought our own,1
105,Janet H,Jul 8,Yes in reserve rooms,0
105,Dharshini S,Jul 6,No they don’t,0
105,Benjamine W,Jul 6,"No they don’t, or at least they didn’t for us and I had 3 rooms for my whole family",0
105,Maurisa S,Jul 6,No they dont,0
105,Omarski2001,Jul 6,No,0
105,Tifany E,Jul 6,No. No beach bags,-1
106,liv2travel,Jun 2022,In the buffet they are required.,1 vote
107,liv2travel,Jun 2022,Depends on your package. Ours came with transportation both ways from Otium.,0
107,Joan M,Jun 2022,They do however there is a cost for the car service. They use Otium. I go to Paradisus frequently and have used them several times,0
107,Shannon G,Jun 2022,No car service but yes birthday requests are always a plus! You will love it here!,0
108,liv2travel,Jun 2022,You can make dinner reservations 2 days in advance by going to the table on level 0 in front of Cielo between 9-5 every morning. For cabanas see a pool attendant.,0
110,liv2travel,Jun 2022,I’ll answer my own question. Walk down to the main street and take the red bus or any bus that says R1 or R2 to Playa Tortugas. Bus is $1 per person 1 way.,0
111,liv2travel,Jun 2022,We didn’t see anything around the hotel but you can take the bus to La Isla Mall or downtown for $1/pn. It’s less than 10 min away. On Monday nights the hotel has vendors but they are more expensive. You can haggle the prices though. Start at 60% off.,0
113,ParadisusCancun,May 2022,"Dear THE TRAVEL STUDIO, Thank you for contacting the Paradisus Cancun hotel. Allow me to help you with information about your next accommodation with us. Our hotel has connecting rooms in different accommodation categories, however, please note that requests for these types of rooms are subject to availability upon arrival. We recommend that at the time of making your reservation you request one of these rooms and our team will do everything possible to fulfill your request. I hope this information help you to make your accommodation as pleasant as possible. Best regards",1 vote
115,ParadisusCancun,May 2022,"Dear adrian b, Thank you for contacting the Paradisus Cancun hotel. Allow me to help you with information about your next accommodation with us. Please note that our hotel is 100% smoke-free. Currently there are a couple spots designated especially for smokers. We recommend that you verify this information with our team upon arrival so that you can find out where these spaces are located in our hotel. Smoking anywhere other than designated smoking places is not permitted and penalties may apply for breaking this rule. I hope this information help you to make your accommodation as pleasant as possible. Best regards",0
116,C A,May 2022,"We liked Indio Mexican beer but they had others like Heineken, dos squid, tecate, sol other beers",0
116,simon r,May 2022,"definitely dos equis which is very nice, but also some european brands which are premium",0
116,Michael F,May 2022,"When I have been there, they had mostly Tecate, Dos Equis and a few other Mexican beers. I recall Heineken being pretty available, as well. I don’t remember seeing much US beer.",0
118,Michelle K,May 2022,You have to pay $25 per person. But they do then there at the resort.,1
119,S R,May 2022,"The hotel requires masks in restaurants only, they will provide you with one (we kept forgetting our masks) We bought our own tests through Southwest airlines. They come with a proctering service through Cityhealth. You sign into their website and they monitor your test and send results by email. The test cost $50 but insurance companies are required to reimburse you for this. Our insurance company paid 100% of what we spent. We liked the fact that we could do this from our hotel room.",0
120,ParadisusCancun,Apr 2022,"Dear Alex Superczynski, Thank you for contacting the Paradisus Cancun hotel. Allow me to help you with information about your next accommodation with us. Unfortunately Trip Advisor does not allow us to share information regarding how you can put in touch with our hotel through this forum. We suggest you review the contact numbers and emails found on your reservation confirmation. There our team can provide you with detailed information about all your doubts, requests and information in general. I hope this information help you to make your accommodation as pleasant as possible. Best regards",0
120,S R,May 2022,"The reservations can only be made 2 days in advance for the restaurants. I'm not sure they would do it by email or phone. The first night we ate in the buffet, but when down to the reservation desk the next morning. The buffet and the blue agave restaurant do not require reservations.",0
122,ParadisusCancun,Apr 2022,"Dear Dgw W, Thank you for contacting the Paradisus Cancun hotel. Allow me to help you with information about your next accommodation with us. Our hotel does not offer this service, however, in our facilities there is an external provider that offers this service with an extra charge. We suggest that during your check-in you can check the availability of this service. I hope this information help you to make your accommodation as pleasant as possible. Best regards",0
122,Dgw W,Apr 2022,Does Paradisus Cancun have COVID testing,1
122,Richard M,Apr 2022,Yes,0
122,Richard M,Apr 2022,Yes,0
122,C A,Apr 2022,Yes there is Covid testing Pcr testing is about 25 usd per person,0
122,Dgw W,Apr 2022,Is there an email address and name for your external provider ? Thank you,0
123,ParadisusCancun,Apr 2022,"Dear Dgw W, Thank you for contacting the Paradisus Cancun hotel. Allow me to help you with information about your next accommodation with us. Our hotel does not offer this service, however, in our facilities there is an external provider that offers this service with an extra charge. We suggest that during your check-in you can check the availability of this service. I hope this information help you to make your accommodation as pleasant as possible. Best regards",0
124,ParadisusCancun,Apr 2022,"Dear Milagros R, Thank you for contacting the Paradisus Cancun hotel. Allow me to help you with information about your next accommodation with us. Our hotel does not offer this service, however, in our facilities there is an external provider that offers this service with an extra charge. We suggest that during your check-in you can check the availability of this service. I hope this information help you to make your accommodation as pleasant as possible. Best regards",0
126,ParadisusCancun,Apr 2022,Dear GLTw Thank you for contacting the Paradisus Cancun hotel. Please allow me to share with you important information about your next trip to Cancun. The hotel does not provide transportation services to or from the airport; however the OTIUM agency works in coordination with our hotel to offer this service. Please visit otiumtransfers com to check prices and availability. I hope this information helps you to make your accommodation as pleasant as possible. Best regards,0
127,ParadisusCancun,Apr 2022,Dear Mc K Thank you for contacting the Paradisus Cancun hotel. Please allow me to share with you important information about your next trip to Cancun. The hotel does not provide transportation services to or from the airport; however the OTIUM agency works in coordination with our hotel to offer this service. Please visit otiumtransfers com to check prices and availability. I hope this information helps you to make your accommodation as pleasant as possible. Best regards,0
128,Iris,Apr 2022,"The current one on the Melia Paradisus Cancun site is correct. The restaurants were recently changed, so that's probably why the lists appear different.",0
130,jontravels2022,Apr 2022,"It was pretty evident on the beach, but they had it cleaned up enough to be able to enjoy a lot of the sand and waters.",2
130,liv2travel,Jun 2022,I was told it’s only there during the summer months. We went in June and there was a lot but it was still pretty.,0
131,ALBA A,Apr 2022,259 usd not worth it just wait until someone leaves by yhe pool chairs and move when they move.,0
132,ParadisusCancun,Apr 2022,"Dear BRM Thank you for contacting the Paradisus Cancun hotel. Allow me to help you with information about your next accommodation with us. Room service has a charged of $5 per order for all guests on the all-inclusive accommodation plan. Room service has a special menu that changes for breakfast, lunch or dinner. For The Reserve category, room service does not generate any service charge. I hope this information help you to make your accommodation as pleasant as possible. Best regards",0
133,liv2travel,Jun 2022,Their menus are from a scan code on your phone so it’s hard to take pictures.,0
134,liv2travel,Jun 2022,We took the bus in front of the hotel for $1/pn. Look for the ones that say R1 or R2 but the easiest is to get on any red bus. Tell the driver you are going to playa Tortugas it’s about a 15 minute ride. The ferry is $25/pn. Golf carts are around $50.,0
135,ParadisusCancun,Mar 2022,"Dear Beer M, Thank you for contacting the Paradisus Cancun hotel. Allow me to help you with information about your next accommodation with us. All our restaurants are part of the all-inclusive accommodation package, there are only two exceptions, on the one hand, the Santé restaurant, which is exclusive for accommodation in The Reserve category, and our SAL restaurant, which has an additional charge for all guests, since it is not included in any of the hosting packages. It is important to mention that in all our included restaurants you can also find some superior category options with an additional charge. To find out about these options, do not hesitate to ask our staff about we have for you. I hope this information help you to make your accommodation as pleasant as possible. Best regards Guest service center management",1
136,Juana R,Mar 2022,"Si, tienen sección familiar y actividades para niños también. Vean el calendario de eventos en el hotwl.",0
137,Noreen K,Mar 2022,Yes if you are a club member they have the rooms,0
139,Noreen K,Mar 2022,All is included Tito's Vodka,0
139,Bonzarelli50,Mar 2022,"A pretty nice selection of all alcohol. You do need a credit card to check in. There is an excursion desk in resort, but we used our wonderful amazingly knowledgeable concierge Violetta. Room service is 24 hrs a day, but it was slow due to staffing issues. Menu in room",0
