id,hotel_name,user,city,date,contrib,help_votes,question
19,The Betsy South Beach,Emily B,"Atlanta, Georgia",Aug 2017,12,3,I see that the hotel is dog friendly. I am allergic to some types of dogs. Should I avoid staying at this hotel?
20,The Betsy South Beach,Adventurer35454,"Greenville, nc",Jun 2017,3,7,Is there a place to store luggage if we arrive prior to check-in?
21,The Betsy South Beach,Kelly C,"Phoenix, Arizona",Jun 2017,,,"Hello! Upon reviewing pics of the roof top pool, it doesn't appear to be crowded. Is it difficult to secure a chair, must you get there early (as I know is the case at the large resorts)? I will be traveling with my Mother who is 76 years young, thinking the pool may be a better option than the walk to the beach...? Thanks ;)"
22,The Betsy South Beach,mbenn2,"St Kilda, Australia",May 2017,95,74,"Hi, is there a charge for the use of beach chairs & umbrellas? Thanks!"
23,The Betsy South Beach,danielsbestjerky,"Parker, Arizona",Apr 2017,,,Do you have parking available at your hotel? Do you have valet parking also in addition to at your hotel? Is there a close by self parking lot? And how much do these three choices cost?
24,The Betsy South Beach,Teri C,"Chicago, Illinois",Apr 2017,47,24,"Is this hotel, The Betsy, right on the ocean?"
25,The Betsy South Beach,love2travel2,"Copenhagen, Denmark",Mar 2017,2978,262,"We were looking to take a fishing trip one day. Is it possible to have the catch prepared at the restaurant, or can anyone recommend a restarant in South Beach where it is possible?"
26,The Betsy South Beach,JOELLEN L,,Feb 2017,2,2,Hi! - Two questions... (1) Does the pool even get sun? It looks like it is surrounded on all four sides by high rises. And (2) Is there beach service every day?
27,The Betsy South Beach,Jean R,"Weymouth, Massachusetts",Jan 2017,1,,How far are you from the airport and what is the best way to get to your hotel? Do you offer any sort of shuttle transportation?
28,The Betsy South Beach,Gina Y,"Indianapolis, United States",Jan 2017,,,What sorts of children's activities do you have?
29,The Betsy South Beach,Gina Y,"Indianapolis, United States",Jan 2017,,,What sorts of children's activities do you have?
30,The Betsy South Beach,Kc2636,,Jan 2017,39,23,"This is my first visit to South Beach, we will be arriving on 1/15. I'm so torn on what clothing to pack. What is the lowest temp I can expect?"
31,The Betsy South Beach,love2travel2,"Copenhagen, Denmark",Dec 2016,2978,262,Does anyone know if I can see the menu for the Continental breakfast anywhere?
32,The Betsy South Beach,chris1500,"Miami, Florida",Dec 2016,9,2,Is there any on-site construction going on in the hotel now? is the rooftop pool open and ready for use?
33,The Betsy South Beach,GENEAD,"Cicero,NY",Nov 2016,151,38,"Hi, I was wondering if the beach part of the Betsy has water to purchase or juices? If not did you bring your own to the beach?"
34,The Betsy South Beach,Gene D,,Nov 2016,,,Does the Betsy have an elevator or only stairs?
35,The Betsy South Beach,Jill A,"Chicago, Illinois",Aug 2016,,,Is topless sunbathing permitted at the beach area?
36,The Betsy South Beach,kbgigi13,"Port Orange, Florida",Jul 2016,,,"Hi, When did the Betsy Hotel open for business ?!? What hours is the Ocean Deck open for dining, do i need reservations, is it open to the public or do I need to be a registered guest to dine there?!? Thanks!!!"
37,The Betsy South Beach,beauty_amora,,Jan 2016,,,how much for one night ?
38,The Betsy South Beach,Jeanne K,"minneapolis, Minnesota",Nov 2015,70,16,I have read from some reviewers these is ongoing construction causing a lot of noise and obstructing views. Is there a portion of the hotel not undergoing construction? are some areas quietier?
39,The Betsy South Beach,jaxstraw,Vermont,May 2015,8,7,"Do you have bicycles available, or rentals nearby?"
40,The Betsy South Beach,kygirl25,Louisville,Apr 2015,56,25,"Do you provide chairs & umbrellas at the beach? If so, is there a charge for them?"
41,The Betsy South Beach,Teri B,"Salinas, California",Mar 2015,40,15,Do you have beverage service at the beach? Thank you.
42,The Betsy South Beach,Iris C,"Miami Beach, Florida",Jan 2015,16,10,Are any of the Betsy restaurants pet friendly.
43,The Betsy South Beach,Adekunle A,,Dec 2014,,,is there a hotel shuttle bus service
44,The Betsy South Beach,brodie5,scotland,Oct 2014,2,2,do you have 2 bedroom suites ?
45,The Betsy South Beach,Cynthia D,"Plano, Texas",Jul 2014,,,How much is the parking fees per night?
46,The Betsy South Beach,jtmia,Miami Beach,Jul 2014,,,Is the pool at The Betsy heated?
47,The Betsy South Beach,Pazy A,"Lima, Peru",Jul 2019,31,4,"Please I'd like to know if they have beach chairs? Ii can't find anyy picture of them at the website. I do know they have two different pools, but in case I'd rather go the beach? Do they charge an additional fee for the beach chairs?"
48,The Betsy South Beach,100MM100,"Utrecht Province, The Netherlands",Jun 2019,,,what is the price for breakfast and can we reserve it in advance?
49,The Betsy South Beach,Hue W,,Jan 2019,16,4,"Je suis un client régulier pour le bar est resto mais la dernier fois je suis allé la j’etais Tres déçu , j’ai commandé un bloody marry , mais mon Bloody Mary arrivé tiède, je n’ai pas touché à mon vers et malgré ma note à la serveuse que sont Bloody Mary est pas buvable , elle n’a pas offerte de le changer et elle m’a chargé plein pris malgré qu’ at vu que je n’ai pas touché le vers , j’y mette jamais mes dans cette place"
50,The Betsy South Beach,Carlos Roberto S,,Oct 2017,,,"Boa noite, Qual o valor da taxa de resort? Têm bicicletas? Existe alguma opção de garagem pública perto do hotel? Qual o valor da café da manhã? Vale a pena se hospedar no The Besty?"
51,The Betsy South Beach,Chris,"Namur, Belgium",Sep 2016,97,50,Hello we have booked a room at the Betsys'hotel for two nights from 25 to 27 of september. I read in some comments the hotel is in restructuration. Are there a lot of inconvenients the guests have to be afraid of ? It seems that in Loew's hotel it is an horror with the work in progress..and it was for that reason I booked at the Betsy'hotel. So I hope we will enjoy our stay. Thank you for answer. Best regards Christine Brichant
52,The Betsy South Beach,Thomas B,,Jun 2016,3,1,"What is the status of the expansion construction work and do they affect the amenities of the hotel? For instance, on one of the sketches on the hotel's website of the renovated hotel it seems the roof deck will be renovated as well. Will the roof deck be closed for renovation this year? When will the construction works be completed and when does the new roof top pool open?"
53,The Betsy South Beach,Christiane B,"Berlin, Berlin, Germany",Nov 2015,34,32,"Hi, I suffer on celiac. Do you also offer gluten free options for breakfast? Regards!"
54,The Betsy South Beach,Cynthia C,,Jul 2015,,,"ola, quais as facilidade que o hotel oferece para estacionamento de carro no hotel ou nas imediaçoes ? qual o custo diario ?"
55,The Betsy South Beach,anisbelu,"Buenos Aires, Argentina",Oct 2014,32,7,"T ehago una pregunta, itene parking o sistema de valet y si tiene q precio esta? otro punto es tiene el desayuno incluido? gracias"
56,1 Hotel South Beach,Mariselda B,,May 2022,,,how much is it a night
57,1 Hotel South Beach,Xac21,"Shavano Park, Texas",Jun 2021,59,10,How much is daily parking if you get a rental?
58,1 Hotel South Beach,rdallenrn,"Houston, Texas",May 2021,17,11,What is the description of the triple room?
59,1 Hotel South Beach,RonnT,"New York City, New York",Mar 2021,5,13,Is it normal at a hotel that is 1500 a nite to never be able to get a pool chair by 9 am?
60,1 Hotel South Beach,Megan B,,Mar 2021,1,,Do the Sky Cabanas provide shade? Trying to decide between an All Wave Cabana or the Sky Cabana. We like to play in the sun but nap in the shade.
61,1 Hotel South Beach,BKS1209,"Minneapolis, MN",Feb 2021,13,1,Are there chairs by the pool/on the beach or are the only options paying for a daybed/cabana?
62,1 Hotel South Beach,GoBlue1975,"Princeton, New Jersey",Feb 2021,67,32,What kids programs/amenities/activities are open this March?? I called central reservations # where I was told about seedlings but another person at hotel told me not running right now. I see reviews as recent as this Dec. that mention kids activities so I’d love to know if anything will be offered in late March when we plan to be there?
63,1 Hotel South Beach,Frank C,,Feb 2021,,,Does anyone else feel that the hotel staff is mad at you for being a guest?
64,1 Hotel South Beach,Craig B,,Feb 2021,5,6,Planning to visit Mid March. Curious if anyone has experienced having difficulty getting a seat at the Rooftop Pool? Or if it's general not to bad finding a spot. We'll be there Sunday - Fri (so no Fri or Sat). Had just read some reviews about not being able to get seats and was curious of others experience. Thanks.
65,1 Hotel South Beach,Kent N,,Jan 2021,1,,We are at hotel 1 February 15 - 21 is housekeeping being performed on a daily basis ?
66,1 Hotel South Beach,Alex,,Nov 2020,9,,Is this hotel child friendly? I have 2 kids 6 and 4 years old.
67,1 Hotel South Beach,jennifer o,"Tinley Park, Illinois",Aug 2020,24,12,How is Miami and Covid right now? Do we have to wear masks walking around everywhere? In stores? In restaurants? Just curious- not complaining- we have just visited different places and are not sure what the rules are there. What about in this hotel specifically? Thanks in advance!
68,1 Hotel South Beach,jennifer o,"Tinley Park, Illinois",Aug 2020,24,12,Is there a shuttle or transportation to the airport?
69,1 Hotel South Beach,Maria,"Longmeadow, Massachusetts",Jun 2020,17,15,We have a late return flight. Is there area to store luggage? is there a fee? Facilities to shower and change before flight? is there a cost?
70,1 Hotel South Beach,Voyage657819,"Springfield, Illinois",Jun 2020,,,Is there a private beach for just the guests and do we wear mask on beach?
71,1 Hotel South Beach,Maria,"Longmeadow, Massachusetts",Jun 2020,17,15,is the fitness center open? Or closed due to covid19?
72,1 Hotel South Beach,Peter K,"Atlanta, Georgia, United States",Jun 2020,8,7,"Are there many kids staying, and is there an adult only pool? Many thanks ..."
73,1 Hotel South Beach,dlrapunzel,"Apopka, Florida",Jun 2020,,,How is the privacy with the bathroom. My adult daughter and I are going for a mother daughter trip and I notice the shower is glass into the bedroom. I see a white curtain but wonder if it provides privacy when one is using the shower?
74,1 Hotel South Beach,Trip314323,"Atlanta, Georgia",Feb 2020,,,Are there any smoking areas in the hotel? Are you allowed to smoke on the balcony?
75,1 Hotel South Beach,taylor w,"Kaukauna, Wisconsin",Nov 2019,,,Is this hotel all inclusive?
76,1 Hotel South Beach,Sweet-spot_for_travel,St Martin / St Maarten,Nov 2019,206,71,Can outside guests pay for a day pass for the rooftop pool? TIA
77,1 Hotel South Beach,JeffOB,"Cincinnati, Ohio",Oct 2019,8,8,Is there music or DJ at any of the pools? Specifically the roof top adult pool? We love that!
78,1 Hotel South Beach,KMC,"Richmond, Virginia",Sep 2019,336,214,Are hotel rooms adequately insulated and soundproofed?
79,1 Hotel South Beach,Nayoung L,,Aug 2019,,,Going in about a month for my honeymoon! Any ideas on how I should let them know that it's my honeymoon for a possible upgrade/perks?
80,1 Hotel South Beach,aslang3,"Nashville, Tennessee",Jun 2019,29,2,If we’re guests of the hotel does the rooftop pool allow us to have friends come visit and relax there as well?
81,1 Hotel South Beach,TanyaH,"London, United Kingdom",Apr 2019,1,1,Is smoking permitted on the beach and also how far is the beach from the hotel.
82,1 Hotel South Beach,TanyaH,"London, United Kingdom",Apr 2019,1,1,Do you have to pay for sun beds on the beach
83,1 Hotel South Beach,Melanie F,"San Diego, California",Apr 2019,,,Is there construction going on at the hotel?
84,1 Hotel South Beach,Kathy,Massachusetts,Mar 2019,163,105,How long is beach? Is there a lap pool?
85,1 Hotel South Beach,Reviewer1Y,"Yountville, California",Feb 2019,2,5,This looks like a nice hotel. Is it family friendly or does it have more of a party like atmosphere? Would you recommend it for a family with small children? Thank you.
86,1 Hotel South Beach,Barbara C,,Feb 2019,,,"Does this hotel still offer complimentary access to a fleet of Tesla premium electric vehicles for complimentary rides with in a three-mile radius of the hotel for all guests, available on a first come basis?"
87,1 Hotel South Beach,KgirlToronto,Toronto,Jan 2019,100,,"If you are a guest of the hotel, are the lounges and umbrellas on the beach or is there an additional charge?"
88,1 Hotel South Beach,Mikela6,"Longmeadow, Massachusetts",Jan 2019,8,2,What kind of gym amenities? Are there fitness classes nearby?
89,1 Hotel South Beach,mariana n,,Nov 2018,,,Hi! I'm interested to rent s cabana on your roof top for party of 4? I would like to have my Birthday celebration on November 23rd. Would you please advice the details? By the way we won't stay at 1Hotel this time but really would be happy to spend a day on your beautiful roof top! Thank you so much in advance and hope to hear from you soon!
90,1 Hotel South Beach,caps721,"Detroit, Michigan",Oct 2018,100,20,"I was here last week, but didn’t get a chance to inquire. How can i buy candles or other home fragrances that smell like the 1 hotel?"
91,1 Hotel South Beach,hjamkan,"Totowa, New Jersey",Oct 2018,,,"Hi, what is the name of the scent in the area right before you enter the roof top pool? Its different from the eucalyptus smell in the downstairs lobby and I would love it for my own home! Thanks."
92,1 Hotel South Beach,John C,"Woodstown, New Jersey",Oct 2018,3,1,Hi. What is the dress code for the restaurants?
93,1 Hotel South Beach,65charlottez,"Somerville, New Jersey",Aug 2018,,,I was wondering about Sargassum seaweed at the beach?
94,1 Hotel South Beach,barbara patricia,"New York City, New York",Aug 2018,25,9,We were planning to come down this weekend for a short getaway but is there currently a seaweed problem on the beach? thank you
95,1 Hotel South Beach,gbpinnyc,"New York City, New York",Jun 2018,,,How private is the bathroom in the king bed rooms? Wondering if the curtain is see through as I’m considering staying with a gal pal and want privacy.
96,1 Hotel South Beach,gbpinnyc,"New York City, New York",Jun 2018,,,I’m planning to stay 7/8-7/10 (Sun-Tue) and am wondering how lively the hotel is during the day and night. Not keen on being somewhere that’s dead but also not keen on a loud club scene.
97,1 Hotel South Beach,Mie I,,Jun 2018,,,What pet amenities and services do you have? I will be traveling with my teacup Yorkie and may need pet sitting while I do water sports
98,1 Hotel South Beach,katrinaotchet,"Sarasota, Florida",Jun 2018,,,"Hello, I am trying to get clarification on the cabana / day bed / other options available for rental on your property. What are the costs and do you have photos online that will show the different types you offer?Thank you!"
99,1 Hotel South Beach,Mollie S,"Coral Gables, Florida",Jun 2018,84,29,Can you go to this hotel’s facilities (pool and bar) without being a guest? Even if it’s just for lunch?
100,1 Hotel South Beach,Mollie S,"Coral Gables, Florida",Jun 2018,84,29,Can you go to this hotel’s facilities (pool and bar) without being a guest? Even if it’s just for lunch?
101,1 Hotel South Beach,VeganPenny,"Manchester, United Kingdom",May 2018,419,192,Do you have bikes for guests use?
102,1 Hotel South Beach,NinaCKanjo,"New York, New York, United States",Apr 2018,15,21,Can you have one of their Tesla cars pick you up from the airport?
103,1 Hotel South Beach,MarshiaPeel,"Aberdeen, United Kingdom",Jan 2018,1,2,Does 1 Hotel have onsite parking facilities ?
104,1 Hotel South Beach,Emily A,Georgia,Jan 2018,,,Are there microwaves in the one bedroom oceanfront/view rooms? If not can you request one?
105,1 Hotel South Beach,dengelman1,"Boston, Massachusetts",Nov 2017,5,,Hi Which of your rooms have bathtubs? Thank you
106,1 Hotel South Beach,dengelman1,"Boston, Massachusetts",Nov 2017,5,,What rooms have bathtubs?
107,1 Hotel South Beach,beachlooover,,Oct 2017,3,,"My wife and I are looking for a romantic quiet vacation. What kind of hotel is this? is it the noisy party type? or is it quiet laid back type? also, is there an outdoor hot-tub/jacuzzi? Thank you!"
108,1 Hotel South Beach,oceanstar9,"Upper Montclair, New Jersey",Oct 2017,106,58,"What’s the General age group of guests? Looking for a romantic weekend away. I understand that this is family friendly, but are there really a lot of kids? (We are not kid friendly and are excited by the adult pool)"
109,1 Hotel South Beach,oceanstar9,"Upper Montclair, New Jersey",Oct 2017,106,58,Are the hotel pools topless-friendly? Is the hotel's beach area topless friendly?
110,1 Hotel South Beach,Benjamin D,Germany,Aug 2017,115,72,I would just like to confirm that beach umbrellas and chairs are included in the resort fee. Have noticed that some hotels are charging 25 dollars extra for umbrellas. We will be staying for five days at the beginning of November. Thank you for your time.
111,1 Hotel South Beach,Benjamin D,Germany,Aug 2017,115,72,I would just like to confirm that beach umbrellas and chairs are included in the resort fee. Have noticed that some hotels are charging 25 dollars extra for umbrellas. We will be staying for five days at the beginning of November. Thank you for your time.
112,1 Hotel South Beach,Boris S,,Aug 2017,,,Are Roney Palace owners and renters allowed to use all Hotel amenities?
113,1 Hotel South Beach,vacay2626,"Los Angeles, California",Jul 2017,1,1,How does the security work? How do you get up the elevator to your room? How do you get to the pool and beach? With certain keys?
114,1 Hotel South Beach,Barbara D,,Jul 2017,,,"Daybeds at the pool, is there a fee? what about the beach?"
115,1 Hotel South Beach,Cat S,"New York City, New York",Jul 2017,4058,143,What toiletries are provided by the hotel? Is toothpaste provided?
116,1 Hotel South Beach,deeninacorc,"New York City, New York",Jun 2017,23,27,"Hi, the site says it has 4 pools but I only hear about or seen 2. Is it possible to do laps on the third floor pool? thank you"
117,1 Hotel South Beach,Christina82915,,Jun 2017,,,Is the rooftop pool open every day?
118,1 Hotel South Beach,Maya1619,"Graz, Austria",May 2017,2,2,Can you use the spartan gym as a hotel guest?
119,1 Hotel South Beach,A Tripadvisor Member,New York,May 2017,3,,"I read that there will be construction going on from june into july what effect will that have on guests, pools, restaurants, etc."
120,1 Hotel South Beach,Janderis B,,May 2017,,,Hello I'm interested in booking a stay there was wondering if you had any jet ski rentals on the beach
121,1 Hotel South Beach,Melissa V,"Green Bay, Wisconsin",May 2017,11,10,"If you are not staying at the hotel, what is the price for chairs and an umbrella on the beach? Can you make a reservation for this?"
122,1 Hotel South Beach,Cbower999,,Apr 2017,14,8,I've read there are condos and hotel rooms. I have booked a hotel room. Anyone know the differences? Is one better then the other?
123,1 Hotel South Beach,Danielle D,"Patchogue, New York",Mar 2017,143,45,How much are beach chairs and umbrellas?
124,1 Hotel South Beach,TheSchachter,"Los Angeles, California",Mar 2017,157,61,Perfect location on Collins ave
125,1 Hotel South Beach,Tracy A,,Mar 2017,,,I have booked a room for 2 but if I want to add a 3rd person to the room how can I do this?
126,1 Hotel South Beach,Cbower999,,Feb 2017,14,8,Do they cabanas or daybeds to rent? Anyone know pricing and are they located at beach or pool?
127,1 Hotel South Beach,Cbower999,,Feb 2017,14,8,Are the pools heated?
128,1 Hotel South Beach,Jeri C,"Houston, Missouri",Feb 2017,70,51,"hello...after reading the reviews this place sounds like it might be perfect for me. However, I am an older women, will it be too crowded, noisey. Would I be out of place? I did hear that you cater to a young crowd. wouldn't want to impose"
129,1 Hotel South Beach,Jeri C,"Houston, Missouri",Feb 2017,70,51,"hello, do you have service on the beach, food, drinks etc. since you are located on Collins Ave is it quiet enough. what are your pool hours and are they large enough for lap swimming. Do you have a shuttle or car service from the airport. thank you"
130,1 Hotel South Beach,selmm2017,"Boulder, Colorado",Jan 2017,,,"How would this hotel be for a honeymoon in September or October? Would it be too crowded with a party scene and not enough of a romantic getaway? Are there any special honeymoon touches that the hotel provides? (Upgrade on room, champagne, etc..)"
131,1 Hotel South Beach,sunandmartinis,Wisconsin,Jan 2017,233,82,"What is the name/brand of toiletries supplied in the bathrooms (shampoo, body wash, lotion etc)?"
132,1 Hotel South Beach,Israa A,"Manama, Bahrain",Jan 2017,2,,Hi I would like to know if you have childcare/ babysitting or not. If yes does it has a certain time during the day or you can baby sit at any time in the room. thanks
133,1 Hotel South Beach,Altra613,"New York City, New York",Dec 2016,5,1,We are looking to travel during spring break 2017 with a new born and a 12 year old. How child friendly is the resort? I'm more concerned with my 12 year old having kids his age to make friends with. TY
134,1 Hotel South Beach,Forsyth,"Norfolk, Virginia",Dec 2016,76,94,Is the 1 Hotel convenient to the South Beach central area?
135,1 Hotel South Beach,Elizabeth H,"Chicago, Illinois",Nov 2016,1,,When does the rooftop stop dinner service? We will be checking in around 10pm and want to make sure we can have a late dinner somewhere nearby.
136,1 Hotel South Beach,kaid84,"Cardiff, United Kingdom",Nov 2016,,,Looking to take my wife to Miami for her surprise 30 th birthday travelling from the uk in October what is the weather like that time of year and can the hotel help with some surprises for her
137,1 Hotel South Beach,Mpanella33,,Oct 2016,,,Did you feel comfortable walking the streets / resturuant districts at night? I hear some of the areas can be a bit dangerous at night. - New Yorker asking.
138,1 Hotel South Beach,Linda D,"Pompano Beach, Florida",Oct 2016,1,,is there a shuttle to the airport?
139,1 Hotel South Beach,Linda D,"Pompano Beach, Florida",Oct 2016,1,,how much is parking
140,1 Hotel South Beach,Adrian O,,Sep 2016,,,How deep is the pool
141,1 Hotel South Beach,Adrian O,,Sep 2016,,,How deep is the pool
142,1 Hotel South Beach,Maegan T,,Sep 2016,13,7,Where can I buy the white Fringe rompers the women who are working the pool area are wearing?
143,1 Hotel South Beach,yelena r,"Staten Island, New York",Aug 2016,4,8,"Hi, I am looking to book a weekend trip sept 8-12 to 1 hotel or sls -- is there music playing by all the pools or just the rooftop pool ? Are there any daytime pool parties on the weekend ? Do I have to reserve a day bed or cabana to be at the rooftop pool daily ? Thank you"
144,1 Hotel South Beach,Jill A,"Chicago, Illinois",Aug 2016,,,Is topless sunbathing permitted in the pool area?
145,1 Hotel South Beach,PeachesW1,"Manchester, United Kingdom",Aug 2016,3,6,How was the weather in June ? Myself and my boyfriend really want to visit Miami next year but read it is really rainy in June ?
146,1 Hotel South Beach,alliejones828,"Charleston, South Carolina",Jul 2016,8,6,"Some reviews say that the Ocean view rooms are not ""true ocean views"". Which room has the best view? Traveling to Miami in late august and would love to stay here but not sure it's worth spending over $500 a night for no true ocean view."
147,1 Hotel South Beach,loreensarkis,"Farmington Hills, Michigan",Jul 2016,,,"Can non-guest members get access to the pool? If not, do you know the cost to be able to get in for a day?"
148,1 Hotel South Beach,LEKim_25D,"New York City, New York",Jun 2016,18,,"I read that the pool chairs get filled up quite quickly; is there an option to pay extra for daybeds and if so, does anyone know the cost?"
149,1 Hotel South Beach,Mandi E,,Apr 2016,,,Are guests allowed to bring their own drinks to the beach or pool area?
150,1 Hotel South Beach,JEROME T,"New York City, New York",Mar 2016,6,27,"been here since 2 days and construction noice around the pool is insane ! staff is sorry very sorry , management is sorry very sorry !! no one does anything and of course it s no one fault ! when is this gone stop ?"
151,1 Hotel South Beach,Jill A,"Chicago, Illinois",Feb 2016,,,We have visit planned in March. Is it common for European style sunbathing (e.g. topless) at the hotel swimming pool ? Thank you !
152,1 Hotel South Beach,Karen B,"Fair Lawn, New Jersey",Feb 2016,1,1,What kind of music to they play at Rooftop pool? Was there a pool party on Sundays?
153,1 Hotel South Beach,Karen B,"Fair Lawn, New Jersey",Feb 2016,1,1,"Is there music played daily at the Rooftop pool? If so what genre? Also, I see a lot of questions about children, are there normally a lot of children at the hotel?"
154,1 Hotel South Beach,KDX125,,Feb 2016,48,31,"Hi, I'm thinking of booking a King Bed and balcony room for myself, my wife and my two children (aged 14 and 12). What would the sleeping arrangements be for the children? Does the seating area convert into two beds, do you provide two roll away beds or is it a combination of both? Mike."
155,1 Hotel South Beach,Jessica1783,"Haslemere, United Kingdom",Jan 2016,4,,"Hi there We are thinking of visiting 1 Hotel in July with our kids aged 8 and 10. Are there many kids who go to stay and in the one bedroom suites, are there separate sleeping areas - ie can the kids sleep in the lounge/living room? Thanks"
156,Mondrian South Beach Hotel,D G,,Mar 2022,,,When I booked my room I didn't add my 2 small kids on the reservation just two adults and double beds. Will they still get access to pool passes?
157,Mondrian South Beach Hotel,average joe,"Calvert City, Kentucky",Dec 2021,24,7,Why does tripadvisor not include links to every property? Do they expect payment for something so basic
158,Mondrian South Beach Hotel,Rudy,"Manchester, United Kingdom",May 2020,,,How much are the additional fees at check in (Deposit/ Resorts fee) ?
159,Mondrian South Beach Hotel,705marieo,"Sparta, New Jersey",Mar 2020,4,2,"I keep reading how this hotel needs a deep cleaning and how the rooms are dated, is it that bad? I booked here prior to reading the reviews and now I’m thinking I should cancel if it’s that bad. Having an amazing pool is important to me, but so is the cleanliness of the hotel. Please advise if you have been there. Thanks!"
160,Mondrian South Beach Hotel,FarAway55587939514,,Aug 2019,,,"Hi, any condoms & lub in the rooms?"
161,Mondrian South Beach Hotel,nt4747,,Aug 2019,7,17,Hi how much does parking cost ?
162,Mondrian South Beach Hotel,Mohamad F,,Aug 2019,,,I need a taxi from the hotel to pick me up from the airport. How can i secure this?
163,Mondrian South Beach Hotel,JL8,"New York City, New York",Jul 2019,186,8,"Is there a deposit charge at check-in, if so how much?"
164,Mondrian South Beach Hotel,Jerry Y,"New York City, New York",Apr 2019,2,1,Does this hotel offer private beach access?
165,Mondrian South Beach Hotel,asty,england,Mar 2019,1576,92,Are there any shuttles available for transport to the port of Miami? If not how much would we expect to pay for a taxi?
166,Mondrian South Beach Hotel,volmar651,"Brooklyn, New York",Mar 2019,,,Good afternoon. Which airport is the closest to this hotel? I can’t seem to find the direct number to the hotel.
167,Mondrian South Beach Hotel,DaisyStick,"Bearsden, United Kingdom",Mar 2019,19,3,"We’re spending four days in Miami with our teenage children, is this hotel a child friendly hotel, or just for people wanting to party all night?"
168,Mondrian South Beach Hotel,DaisyStick,"Bearsden, United Kingdom",Mar 2019,19,3,"We’re spending four days in Miami with our teenage children, is this hotel a child friendly hotel, or just for people wanting to party all night?"
169,Mondrian South Beach Hotel,JMCG,"London, United Kingdom",Feb 2019,34,29,On booking it doesn’t show a double room that has 2 double beds for 3 people is it possible to request this bed preference in advance or on arrival ?
170,Mondrian South Beach Hotel,JMCG,"London, United Kingdom",Feb 2019,34,29,Can you get two double beds in a one bedroom suite?
171,Mondrian South Beach Hotel,Paige L,,Jan 2019,,,"Are guests able to drink in the pool? If so, are drink floats and regular floats allowed?"
172,Mondrian South Beach Hotel,The Happy Aussie,"Cape Town Central, South Africa",Dec 2018,47,9,Hi sitting in a junior suite in your hotel. 11pm. Can’t sleep due to your lift shaft noise. Sounds like a bowling ball on our ceiling. A problem you know about I read just now on many reviews. I have video taped this tremor. Over and over now. We are paying just short of $500US a night for this luxury suite. Pls help Any suggestions on how you can make us happy? your reception desk can’t really assist when we asked? Please help
173,Mondrian South Beach Hotel,The Happy Aussie,"Cape Town Central, South Africa",Dec 2018,47,9,Hi sitting in a junior suite in your hotel. 11pm. Can’t sleep due to your lift shaft noise. Sounds like a bowling ball on our ceiling. A problem you know about I read just now on many reviews. I have video taped this tremor. Over and over now. We are paying just short of $500US a night for this luxury suite. Pls help Any suggestions on how you can make us happy? your reception desk can’t really assist when we asked? Please help
